id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
5942,0,1,"已知a=""161"",b=""16"",c=""8"",执行语句d=a>b and a>c,变量d的值为是?( )",0,1,True,False,D,本题考查的是字符串+运算.字符串+表示将后面的字符串拼接在前面的字符串中.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-11/8489206192483295232.mp4?sign=a6f4e247c56b03e884070d14dcab34b6,"9,",2,0,0,"float的定义,运算符的运算",0,0
5943,0,1,"执行语句flag=""3456"">""36"",变量flag的值? ( )","""3456""","""36""",True,False,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-11/8489206192776896512.mp4?sign=18960845e875a3526122effdb85e9ffd,"9,",2,0,0,比较运算符,0,0
5944,0,1,"执行语句y=123%100后,变量y的值为? ( )",1,3,12,23,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-12/8489206195905847296.mp4?sign=8c47b3f219f75b0914f18b5cca92f709,"9,",2,0,0,运算符的运算,0,0
5946,0,1,Python是一种计算机( )语言?,低级,高级,机器,汇编,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-12/8489206195205398528.mp4?sign=0092d6dbdb4ccd0a852dd8f02dc0fea8,"9,",2,0,0,编程环境,0,0
5948,0,1,以下哪种输入不可以得到以下反馈:重要的事情说三遍:戴口罩!戴口罩!戴口罩!?( ),"print(""重要的事情说三遍:戴口罩!戴口罩!戴口罩!"")","print(""重要的事情说三遍:""+""戴口罩!""*3)",print('重要的事情说三遍:'+'戴口罩!'*3),print('重要的事情说三遍:戴口罩!'*3),D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-13/8489206200427307008.mp4?sign=0c7945737f1968dfc7a0f43bdc00538c,"9,",1,0,0,print方法,0,0
5950,0,1,"在Python函数中,用于获取用户输入的是?( )",str(),eval(),print(),input(),D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-12/8489206198858637312.mp4?sign=af9df24651638246c9bf09075f0401a4,"9,",2,0,0,input方法,0,0
5953,0,1,"关于Python赋值语句,以下选项中不合法的是?( )","a,b=b,a",a=b=1,a=(b=1),a=1;b=1,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-13/8489206201970810880.mp4?sign=4358f992625fa7efd20fe8f844e10410,"9,",2,0,0,赋值运算符,0,0
5954,0,1,"在Python中输入 2+7/2 ,输出结果为哪一种数据类型?( )",整数型,浮点型,字符型,文字型,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-14/8489206204952961024.mp4?sign=92138fec6c30097d2d5106969d681698,"9,",2,0,0,运算符的运算,0,0
5955,0,1,"在Python中,a=2,b=""3.5"",如果想进行2+3.5的加法运算,我们应该如何编写代码?( )",a+b,str(a)+b,a+ int(b),a+eval(b),D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-14/8489206206282555392.mp4?sign=4dd6b40150d182737f9780675fe561ce,"9,",2,0,0,运算符的运算,0,0
5957,0,1,"算数运算符,比较运算符和逻辑运算符,在Python的运算中的优先关系是?( )",算数运算符>比较运算符>逻辑运算符,比较运算符>逻辑运算符>算术运算符,算数运算符>逻辑运算符>比较运算符,逻辑运算符>比较运算符>算数运算符,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-15/8489206208379707392.mp4?sign=a8b662655e9fdcefeaabff57efd71943,"9,",3,0,0,运算符的优先级,0,0
5960,0,1,下面图形最有可能是哪个选项的代码执行后的效果?( ),import turtle turtle.forward(200) turtle.right(144) turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.right(144) turtle.forward(200) turtle.hideturtle(),import turtle turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.forward(200) turtle.hideturtle(),import turtle turtle.forward(200) turtle.right(144) turtle.backward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.backward(200) turtle.right(144) turtle.forward(200) turtle.hideturtle(),import turtle turtle.forward(200) turtle.left(144) turtle.backward(200) turtle.left(144) turtle.forward(200) turtle.left(144) turtle.backward(200) turtle.left(144) turtle.forward(200) turtle.hideturtle(),B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-17/8489206217535873024.mp4?sign=2479c4d9f3f1edc35fb5fecab22360d2,"9,",2,0,0,turtle库的画笔体系,0,0
5964,0,1,print(1024//10**2)的结果是?( ),100,24,10,10.24,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-16/8489206213760999424.mp4?sign=3531e557260150eb1e8d781784a0a2eb,"9,",2,0,0,运算符的优先级,0,0
5965,0,1,turtle.reset() 命令的含义是下列哪一种?,"不清空turtle窗口,重置turtle的位置和状态","清空turtle窗口,重置turtle状态为初始状态","清空turtle窗口,但是turtle的位置和状态不会改变",撤销上一个动作,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-17/8489206220018900992.mp4?sign=f21051bbebc3aec0e044cc4eac8ca36d,"9,",2,0,0,turtle库,0,0
5966,0,1,"假设我们设定turtle库中画笔粗细为5,我们调用turtle.dot(None,""red"")函数画圆点时,圆点的直径是多少?( )",5,10,18,20,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-18/8489206221348495360.mp4?sign=0c39d47008fdd5b62656f4830734a4e3,"9,",3,0,0,turtle库的画笔体系,0,0
5968,0,1,"函数turtle.circle(50,steps=4),画的是什么图形?( )",直径是50的圆,对角线为50的正方形,对角线为100的正方形,边长是50的正方形,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-19/8489206225303724032.mp4?sign=4c9dcde3b468adf8979365ec4a7ee21c,"9,",2,0,0,turtle库的画笔体系,0,0
5970,0,1,"使用下面选项中的代码组合成一个turtle文件中的一部分,来绘制一个空心五角星的脚本中,最不可能用到下面哪条代码?( )",t.left(144),import turtle,t.circle(36),t=turtle.Pen(),C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-19/8489206226486517760.mp4?sign=0ac4932cb279b42eab086f12d566386f,"9,",2,0,0,turtle库的画笔体系,0,0
5972,0,1,以下不属于Python常见编程环境的是?( ),IDLE,Visual Studio Code,JAVA,JupyterNotebook,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-19/8489206227853860864.mp4?sign=dee93f64fb1e7fb3318075bee01b7c7d,"9,",3,0,0,编程环境,0,0
5973,0,1,"在turtle库中的指令,执行以下代码指令后,画笔为哪种颜色?( ) import turtle turtle.pencolor(""yellow"") turtle.color(""green"")",粉色,黄色,绿色,程序报错,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-20/8489206229858738176.mp4?sign=cce451d3ca0299d1188a33284700f60d,"9,",2,0,0,turtle库的画笔体系,0,0
5974,0,1,"假设x = 14,y = 6,那么执行x>y and 5,的结果为?( )",x>y,5,False,True,B,"当and左边条件为真时,则返回and右边的值",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-20/8489206230718570496.mp4?sign=2db024d8368c64c78e731aa7034f87eb,"9,",2,0,0,逻辑运算符,0,0
5975,0,1,以下哪个变量名是符合Python变量命名规范的?( ),123,my var,my_variable,&var,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-21/8489206234094985216.mp4?sign=3d2bbaba6d7146254c65130ad78f45c2,"9,",1,0,0,变量及变量名,0,0
5976,0,1,"已知:a = 7,b = 5,c = 12 执行以下哪个语句结果为True?( )",a > c or a < b,a < c,a < c and a < b,c < b,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-22/8489206240545824768.mp4?sign=390f5427d0b9b44f4aa14a0de1dd7f51,"9,",2,0,0,逻辑运算符,0,0
5977,0,1,执行7 * 8 – 6 > 10 输出的结果是?( ),56,50,False,True,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-21/8489206236120834048.mp4?sign=8fc4f2f7d2c4873b24af906c88a8a0ea,"9,",2,0,0,运算符的优先级,0,0
5978,0,1,关于Python以下说法正确的是?( ),"Python安装好后,IDLE也需要提前安装才可以用.","widows自带的有Python环境,不需要安装.",在IDLE shell的界面里显示有python的版本.,"从IDLE新建文件,里面默认不是空的.",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-18-23/8489206241867030528.mp4?sign=f255344174cc436a338047d3cd29fe2b,"9,",2,0,0,编程环境,0,0
