id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
4974,0,1,取整除的运算符是?,/,//,÷,**,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-17-46/8489206086451290112.mp4?sign=65d1924f7521a8f21ada72026f273584,"9,",2,0,1,运算符和运算符运算,0,0
4975,0,1,"下面的程序为海龟绘制正方形的程序,请选择正确选项将程序补全? import turtle turtle.forward(100) turtle.left(90) turtle.forward(100) turtle.left(90) turtle.forward(100) turtle.left( ) turtle.forward(100) turtle.left(90)",90,-90,0,180,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-07/8489409263435997184.mp4?sign=41f3ad40c10c6a6edc8e008457288cf2,"9,",2,0,1,turtle库的画笔体系,0,0
4976,0,1,"已知 a = 5 , a *= 2 ,那么 print(a) 的结果为?",5,2,10,20,C,"x *=2 执行过程其实是 x = x * 2 所以最终的到结果为 10 ,故选择 C 选项.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-07/8489409264966918144.mp4?sign=9896201aec94e331653c01195715e623,"9,",2,0,0,赋值运算符,0,0
4977,0,1,Python 程序保存后的扩展名是?,.pyt,.py,.pn,.ph,B,Python 程序设计语言的源程序是以 .py 为扩展名,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-07/8489409265096941568.mp4?sign=3e205eeef408c7afd7e2b1e2549b0b9a,"9,",2,0,1,编程环境,0,0
4978,0,1,"关于 turtle ,以下描述错误的是?",turtle 中的画笔不能设置不同的形状,turtle 中的画笔可以设置移动的速度,turtle 中的画笔可以设置不同的颜色,turtle 中的画笔可以设置不同的大小,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-08/8489409267126984704.mp4?sign=c87df8b2277f12dc0da0059a0faba1f1,"9,",2,0,0,turtle库,0,0
4979,0,1,"运行以下代码, print(2021<=2020 or 2022>2018) 输出的结果是?",Flase,True,20212018,2022>2018,B,,,"9,",2,0,0,"逻辑运算符,比较运算符",0,0
4980,0,1,"print(""17 + 2"") 输出的结果是?","""17 + 2""",19,172,17 + 2,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-08/8489409267521249280.mp4?sign=655990e5f93d2e7df149073452c1b7d4,"9,",2,0,0,float的定义,0,0
4981,0,1,"turtle.goto(x,y) 的含义为下列选项的哪一个?","以目前坐标为原点,画一个边长为 x 和 y 的矩形","画笔提笔,移动到 x , y 的位置","按照现在画笔状态,将画笔移动到坐标为 x , y 的位置","将目前原点移动到 x , y 的位置",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-09/8489409272122400768.mp4?sign=891c1ef94234a9d5e28084725583bbcb,"9,",2,0,0,turtle库,0,0
4982,0,1,"turtle.circle(150,steps=5) 命令能绘制出以下哪个图形?",直径(从顶点到图形中心的距离的 2 倍)为 150 像素的圆内接正五边形,半径(从顶点到图形的中心)为 150 像素的圆内接正五边形,半径(从顶点到图形的中心)为 150 像素的圆内接五角星,边长为 150 像素的正五边形,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-10/8489409276031492096.mp4?sign=2da3937bb3dd23ccc13deacb8bcf6182,"9,",2,0,1,turtle库的画笔体系,0,0
4983,0,1,"关于 Python 的编程环境,下列表述是错误的是?",Python 有多种编程环境,Python 自带的编程环境是 IDLE,Python 的编程环境是纯图形化的,Python 可以导入多个第三方库,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-10/8489409277495304192.mp4?sign=283f6848def0301ae891b50819ddfd23,"9,",2,0,0,编程环境,0,0
4984,0,1,下面哪一条命令是用来定义画笔宽度的?,turtle.pencolor(),turtle.speed(),turtle.pensize(),turtle.shape(),C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-10/8489409278925561856.mp4?sign=9a72df6ee4e14a06e679007003976007,"9,",2,0,0,turtle库的画笔体系,0,0
4985,0,1,"请观察以下数字的规律: 2+6 , 3+8 , 4+10 , (     ) , 6+14 ,请问括号中应该填写什么?",5+11,5+12,4+9,6+13,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-11/8489409280313876480.mp4?sign=be56c309b539c38badc680304dd5a4b4,"9,",2,0,0,运算符和运算符运算,0,0
