id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9298,0,1,可以对Python代码进行多行注释的是?( ),#,""" """,''' ''',' ',C,"#是单行注释,三引号,包括单三引号和双三引号可以用于跨行注释,所以选C.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-33/8489410630540025856.mp4?sign=e4cebda32f2094ab7701d866ae9fc11d,"9,",1,0,0,注释的特点,0,0
9299,0,1,下列可以作为Python变量名的是?( ),and,an-d,1_and,and1,D,"本题考查变量的命名.变量名只能以字母开头,其他字符可以是字母数字和下划线,and是Pyhton的保留字,不可作为变量名.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-33/8489410631747985408.mp4?sign=ab3f29bf5a0762ce711cb9b98182a6b1,"9,",1,0,0,变量及变量名,0,0
9300,0,1,下列选项中不符合Python语言变量命名规则的是?( ),s,2_5,_AI,CountNum,B,根据Python语言变量命名规则数字不能作为变量名的首字符.所以选B.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-34/8489410633937412096.mp4?sign=e5ab0c6e6ecdf46cb94ffa45e597728f,"9,",1,0,0,变量及变量名,0,0
9301,0,1,"使用变量age表示小明的年龄,使用变量sage表示小明哥哥的年龄,假设小明在4岁时哥哥的年龄是小明年龄的2倍,下列哪段代码可以正确计算出再过6年小明和哥哥的年龄?( )",">>> age=4>>> sage=4*2>>> print(age+6,sage+6)",">>> age=4>>> sage=4*2>>> print(age,sage+6)",">>> age=4 >>> sage=4*2 >>> print(age+6,sage)",">>> age=4>>> sage=4*2>>> print(age,sage)",A,"根据题意,需要先算出哥哥的现在年龄,然后给两人现在的年龄各加6就是6年后的年龄.所以选择A.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-35/8489410638651809792.mp4?sign=7b7a018a8d4b959cfc83255c6e4d36da,"9,",2,0,0,运算符的运算,0,0
9302,0,1,"在turtle中可以用setup()设置画布的大小和起始位置.已知画布的设置参数为turtle.setup(120,120,20,20),若只想更改画布的高度为150,下列指令设置正确的是?( )","turtle.setup(150,120,20,20)","turtle.setup(120,150,20,20)","turtle.setup(120,120,150,20)","turtle.setup(120,120,20,150)",B,"turtle.setup(120,120,20,20)四个参数,第一个代表宽度,第二个代表高度,第三个代表起始位置的X坐标,第四个代表起始位置的Y坐标;要想改变高度,需要改第二个参数,即:turtle.setup(120,150,20,20),选B.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-35/8489410639113183232.mp4?sign=73df6fbb53e20a74025358f033afe0d5,"9,",3,0,0,turtle库,0,0
9303,0,1,"下列选项中,Python程序的扩展名是?( )",.scratch,.doc,.python,.py,D,.py及.pyw是Python文件的默认后缀名.所以选D.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-35/8489410641441021952.mp4?sign=30fb6987a2b943e398bbd2b76ddd608d,"9,",3,0,0,编程环境,0,0
9304,0,1,"关于语句turtle.color('red','green')说法正确的是?( )",将画笔颜色设置为绿色.,该语句会让海龟移动绘制出红色的线条.,"设置填充颜色为绿色,画笔颜色为红色.",与语句turtle.color('red')效果完全一样,C,"turtle.color('red','green')第一个参数是画笔颜色,第二个是填充颜色.所以选C.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-36/8489410643408150528.mp4?sign=c7cc957b904f3fdb9fe79f04429c078e,"9,",2,0,0,turtle库的画笔体系,0,0
9305,0,1,"班级共有45人,四人一组划分学习小组,利用程序计算共分几组,剩余不足一组的人数,下列哪个选项的程序可以完成此项工作?( )","print(""4人一组,共分为"",45//4,""组"")print(""剩余不足一组的人数为:"",45%4)","print(""4人一组,共分为"",45%4,""组"") print(""剩余不足一组的人数为:"",45//4)","print(""4人一组,共分为"",45/4,""组"") print(""剩余不足一组的人数为:"",45%4)","print(""4人一组,共分为"",45//4,""组"") print(""剩余不足一组的人数为:"",45/4)",A,"求有多少组,用取整除运算可以获得;求剩余人数,用取余运算可以获得;所以选择A.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-37/8489410647489208320.mp4?sign=775d76e596302e4011e3320da0354b6c,"9,",3,0,0,运算符的运算,0,0
9306,0,1,下列Python语句能够正确输出的是?( ),"print(""天天快乐!"")","print""(天天快乐!"")","print""天天快乐!""","print(""天天快乐!')",A,"print语句的正确格式print(""""),或者里面用一对单引号也可以",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-37/8489410648579727360.mp4?sign=cf572dc01c54c0a10680ba9c5abd4d74,"9,",2,0,0,print方法,0,0
9307,0,1,"下列选项中,对于Python说法不正确的是?( )","Python程序既可以在Windows系统上运行,也可以在Linux系统上运行.",用Python编写的程序可以在Scratch中运行.,Python是一种面向对象的编程语言,"Python语言有Python2和Python3两个版本,且互相不兼容.",B,用Python编写的程序不可能在Scratch中运行.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-38/8489410650802708480.mp4?sign=a85f659f0649109ace4d3028ef43ecc8,"9,",3,0,0,编程环境,0,0
9308,0,1,"在Python中,<=符号的含义是?( )",左边的值小于右边的值,左边的值小于且等于右边的值,左边的值小于或等于右边的值,左边的值大于或等于右边的值,C,"<=是小于等于符号,具体的含义是左边的值小于或等于右边的值.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-38/8489410651473797120.mp4?sign=83696e390c485b8b3a32618c8c5ec76d,"9,",2,0,0,赋值运算符,0,0
