id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9645,0,1,"下列 Python 语句能够正确输出""学而时习之""五个字的是?( )","print ""学而时习之""","print ""(学而时习之)""","print (""学而时习之"")",print (学而时习之),C,"本题考察的 Python 编程基础,print 打印时,需要用括号括起来,并且打印的文字需要用引号包裹起来.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-46/8489410685221167104.mp4?sign=47c1006f156e444a83ff801d7a11611b,"9,",2,0,0,print方法,0,0
9650,0,1,"班级组织春游,总共有 46 人, 一辆车只能坐 11 个人,利用程序计算出,剩余不足一车的人数,下列哪个选项的程序可以完成这个工作?( )","print('剩余不足一车的人数为:', 46 / 11)","print('剩余不足一车的人数为:', 46 % 11)","print('剩余不足一车的人数为:', 46 ** 11)","print('剩余不足一车的人数为:', 46 // 11)",B,"本题考察的是取余运算符的使用,根据题意需要求得的是余数,所以应该使用的是取余运算符 %.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-46/8489410688014573568.mp4?sign=f66b961f5c97da8db594e0bd531c9285,"9,",2,0,0,运算符的运算,0,0
9651,0,1,下列能为变量 num 赋值为 10 的选项是?( ),10 = num,num == 10,int num = 10,num = 10,D,"本题考察的是赋值运算,赋值运算符号为 =,并且变量名需要写在左边,值需要写在右边.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-47/8489410690669568000.mp4?sign=f7b8213371c6ff5e05c060dda5a82eaf,"9,",1,0,0,赋值运算符,0,0
9652,0,1,"小明在学习了Python语言后,得出了以下几个结论,哪个结论是正确的?( )",编写完Python程序后只能先保存后才能运行,"为了方便用户使用,可以在编写Python程序过程中不区分大小写","Python文件可以在不同的编程环境中运行,运行结果是一样的","越高的Python版本,Python程序的运行速度会越快",C,"交互式运行模式不需要保存,区分大小写,运行速度与版本关系不确定,所以选C",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-48/8489410693806907392.mp4?sign=f5e7d5e5ffeb0107ecd32e366c892670,"9,",2,0,0,编程环境,0,0
9653,0,1,print(53%3)的输出结果是?( ),17.0,17,2,2.0,C,"Python中的%符号是取模运算,即返回除法的余数,而53除以3的余数为2,且为整数所以为2,选择C",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-48/8489410695480434688.mp4?sign=a37d149f11175270996eaa710d6e5d2f,"9,",2,0,0,运算符的运算,0,0
9654,0,1,下列符号不是比较运算符的是?( ),==,!=,>=,=,D,"A,B,C都是比较运算符,分别是等于,不等于,大于等于.而D是赋值运算符.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-48/8489410696751308800.mp4?sign=39651689cc0fda6a5bf8eca760a2804d,"9,",1,0,0,比较运算符,0,0
9655,0,1,"以下Python运算符,优先级最高的是?( )",=,!=,+,*,D,"python运算符的优先级,这四个中,*最高,+其次,!=第三,=优先级最低.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-49/8489410699079147520.mp4?sign=6baa9c44c92263f95fb7fa589cf511a6,"9,",2,0,0,运算符的优先级,0,0
9656,0,1,以下程序运行的结果是?( ) print(1<2 and 2<3 or 4>5),True,False,1,2,A,"根据运算优先级,1<2 and 2<3 or 4>5 先进行比较运算,该式子可以转化为:Ture and Ture or Flase,再根据运算优先级,先进行and计算,Ture and Ture 的运算结果为Ture,该式子转换为Ture or Flase,根据or运算的规则,当第一个为Ture,则返回第一个的值,所以结果为Ture,所以选A.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-50/8489410701054664704.mp4?sign=8f3fe88b049051f48de411fd8fd19361,"9,",2,0,0,"运算符的优先级,逻辑运算符",0,0
9657,0,1,"在Python中,执行语句print(2+4/2),输出结果是哪一种数据类型?( )",整数型,浮点型,字符型,文字型,B,"2是一个整数型的数据,4/2的计算结果是2.0,是一个浮点型的数据,整数型的2和浮点型的2.0相加,得到的是4.0,是浮点型的数据,所以选B.",,"9,",3,0,0,运算符的运算,0,0
9658,0,1,"在Python中,通常使用以下哪个指令获取用户的输入?( )",input(),print(),up(),home(),A,"input()函数可以获取用户的输入,A选项正确;print()函数可以控制输出内容,B选项错误;up()函数是turtle库中的抬起画笔,C选项错误;home()函数是turtle库中的功能,控制小海龟返回(0,0),方向为初始方向,D选项错误.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-50/8489410702472339456.mp4?sign=9d956225564dc4f05fd62d7f7b639fae,"9,",2,0,0,input方法,0,0
9659,0,1,"假设a = 0.7,b = 0.3,c = a + b,那么c的值是?( )",1,1.0,1.00,0.4,B,"只要加数为浮点数,结果一定是浮点数,故0.7+0.3=1.0,c的值为1.0,本题选B.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-50-50/8489410703151816704.mp4?sign=2447efa85f64fc315c1a876e1f21d396,"9,",2,0,0,运算符的运算,0,0
