id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
8374,0,1,"在启动IDLE后,看到下列哪一个提示字符,表明已经进入Python Shell交互模式?( )",<<<,>>>,^^^,>>>,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-21-43/8489207081445056512.mp4?sign=145858674e1e8242e4889c4fac7fb587,"9,",2,0,0,编程环境,0,0
8375,0,1,"某同学想要编写程序计算三角形的面积,已知底边长为11,高为8.面积公式为S=a*h/2,下列为部分程序,横线处程序分别应为?( ) S=a*h/2 Print('三角形的面积为:',S)",11 8,a=11 h=8,a==11h==8,a11h8,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-21-44/8489207088189497344.mp4?sign=d6bc409c8c2cae0c61bd4538e72772ae,"9,",2,0,0,运算符的运算,0,0
8376,0,1,下列关于变量的定义和赋值说法错误的是?( ),"在Python里,变量的设定和赋值不能同时进行,需要分开使用两条语句.",空格不可以作为变量名的一部分.,"变量名以数字开头,或者以关键字作为变量名称,运行程序时会导致语法错误.","变量名称的英文字母有大小写的区别,所以Birth和birth是两个不同的变量.",A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-21-45/8489207089502314496.mp4?sign=49d9ace2ec57ca2ebaa3f7fdc8d053bd,"9,",2,0,0,"变量及变量名,赋值运算符",0,0
8377,0,1,"关于Python编程环境,下列说法正确的是?( )",Python文件只能在自带的IDLE的编程环境中才可以运行,"在交互式编程环境中,交互窗口中会显示当前安装Python的版本名称","在脚本式编程环境中,脚本编辑区会显示当前安装Python的版本名称","越高的Python版本,Python程序的运行速度会越快",B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-21-48/8489207102789869568.mp4?sign=420d2048026ca9060f973d395bb2232a,"9,",2,0,0,编程环境,0,0
8378,0,1,"买来的新电脑,没有Python环境,想要运行test.py文件,需要如何操作?( )",直接在电脑中双击打开即可运行,需要下载并安装Python软件后才可以运行,"将后缀名改成doc,直接打开即可运行","打开Scratch软件,选择该文件直接打开即可运行",B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-21-47/8489207100877266944.mp4?sign=6716513bd6fa6bb5c8a2725867aad71b,"9,",3,0,0,编程环境,0,0
8766,0,1,下列关于运算符说法错误的是?( ),"两数相除的结果为商,若两数除得尽,Python会将所得的商自动转换为浮点型数据.","两数相除,若除不尽,可以使用""/""运算符获得商的整数部分.","""%""运算符可用于取得商的余数部分.","如果两个或多个运算符出现在同一个表达式中,需要按照优先级确定运算顺序.",B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-39/8489207568823181312.mp4?sign=a82d9d1038901b349e97aab54aac98a4,"9,",3,0,0,运算符的运算,0,0
8767,1,1,,hellopython,hello=>python,hello=>python3,语法错误,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-39/8489207568072400896.mp4?sign=9171c47a830111a13aa50f9556dcb063,"9,",3,0,0,float的定义,0,0
8768,0,1,"已知a=Trueb=Falsec=True执行语句print(not a and b or c),结果为?( )",True,False,1,0,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-40/8489207571671113728.mp4?sign=558630126c44c3e77dd431b3ff775564,"9,",2,0,0,逻辑运算符,0,0
8769,0,1,"已知表达式""3+8/4+False""(不包含引号),其输出结果的数据类型为?( )",int,bool,float,语法错误,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-40/8489207573730516992.mp4?sign=9477bf3667c4c0559eebe3244565ae49,"9,",2,0,0,运算符的运算,0,0
8770,1,1,下列图形最有可能是哪段代码执行后的结果?( ),"import turtleturtle.forward(100)turtle.left(90)turtle.circle(50,180)turtle.down()","import turtleturtle.forward(100)turtle.left(90)turtle.circle(50,-180)turtle.down()","import turtleturtle.forward(100)turtle.left(90)turtle.circle(50,90)turtle.down()","import turtle turtle.forward(100) turtle.left(90) turtle.circle(50,-90) turtle.down()",D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-43/8489207585738809344.mp4?sign=b168fb465fdc6e682a6516100e45309d,"9,",3,0,0,turtle库的画笔体系,0,0
8771,0,1,"海龟正在学习绘制多边形,小海龟想让画笔绘制的速度慢一些,下列哪一指令使画笔绘制的速度最慢?( )",turtle.speed(0),turtle.speed(1),turtle.speed(2),turtle.speed(3),B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-42/8489207579585765376.mp4?sign=0595daeffcc94a11395260d9fa98ebe0,"9,",1,0,0,turtle库,0,0
8772,0,1,"小海龟想要给自己绘制的图形涂上颜色,下列关于颜色相关的设置说法错误的是?( )","turtle.pencolor(color)指令用来设置画笔的颜色,并且参数color有两种表示方式.","turtle.color(color1,color2)指令用来同时设置画笔及填充颜色,color1代表的是填充颜色,color2代表的是画笔颜色.","turtle.fillcolor(color)指令中,color代表的是填充颜色,填充颜色需要在填充前进行声明,否则以默认颜色或者上次的填充颜色来填充.","turtle.begin_fill()和turtle.end_fill()分别为设置填充的起点和终点,结束填充和开始填充必须成对配合使用.",B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-44/8489207588137951232.mp4?sign=56c892fcd4b651b9a5c0846c36691b9d,"9,",2,0,0,turtle库的画笔体系,0,0
8773,0,1,"小海龟正在绘制主题电子小报,需要在画布上绘制一个直径为50的圆(实心或空心),下列哪条指令可以帮助小海龟完成绘制?( )",turtle.dot(100),turtle.dot(50),turtle.circle(50),turtle.circle(100),B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-45/8489207594412630016.mp4?sign=fb138b65c65c5566929e30df160687c9,"9,",2,0,0,turtle库的画笔体系,0,0
8774,0,1,"在用Python进行编程时,代码后面常用""#""并在后面加上一些说明文字内容,在这里""#""作用是?( )",换行,转换数据类型,输出,注释,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-45/8489207592588107776.mp4?sign=81d55a7e9d10319afa2a251cf78b2032,"9,",2,0,0,注释的特点,0,0
8775,1,1,,1 2,2 1,3 2,3 6,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-23-48/8489207605565284352.mp4?sign=13886aa329522bd7a0f3314b186ba475,"9,",2,0,0,赋值运算符,0,0
