id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
3496,0,1,下列哪个操作不能退出IDLE环境?,Alt+F4,Ctrl+Q,按 ESC键,exit(),C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-46/8489205583336136704.mp4?sign=03528b4100fe6c53f1c3b382c7d4ea02,"9,",3,0,0,编程环境,0,0
3497,0,1,print(4 + 8 // 2)的输出结果是?,6,6.0,8,8.0,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-46/8489205585609449472.mp4?sign=3b1bfc7644d55bd3904996692cfad62d,"9,",3,0,0,运算符的优先级,0,0
3498,0,1,下列哪个软件不能进行Python代码编写?,IDLE,PyCharm,Visual Studio Code,WPS,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-47/8489205587392028672.mp4?sign=fb53d1468ff9400a1a27ca8db5da2317,"9,",4,0,0,编程环境,0,0
3499,0,1,下列哪个符号可以用来修改变量的值?,>=,<=,==,=,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-48/8489205591758299136.mp4?sign=5299c52514f7d8cb99877343cf860dc7,"9,",1,0,0,变量及变量名,0,0
3500,0,1,"关于print语句,下列选项能够正确输出的是?","print('hello!,2021 年! ')","print 'hello!,2021 年! '","print""(hello!,2021 年 !)""","print(""hello!,2021 年 !')",A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-48/8489205593159196672.mp4?sign=db0d30bd57ce2e36e65fa29fe1728afd,"9,",1,0,0,print方法,0,0
3501,0,1,"运行下列代码,d 输出的结果是? a,b,c=23,13,3 d=(a+b)-c**c",22,27,99,9,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-50/8489205600557948928.mp4?sign=66117abdeb43b75ca3e435215df0c30c,"9,",2,0,0,运算符和运算符运算,0,0
3502,0,1,"下列代码段 star_number1=""star2"" star_number2=""star3"" print(star_number1+star_number2) 结果是?",star5,star3star2,star2star3,star23,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-49/8489205598498545664.mp4?sign=7abd8b23a3db6b85042052f374564698,"9,",2,0,0,float的定义,0,0
3503,0,1,Python中的余数运算符是用哪个符号表示的?,%,/,//,\\,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-50/8489205601682022400.mp4?sign=b2f0ed6c4fa133c84074d551da15c171,"9,",2,0,0,运算符和运算符运算,0,0
3504,0,1,"下列运算中,运算结果为True的是?",2>3 and 3>2,4!=0 and 3+2>=5,3**2<8 or 3+2<5,not 20>=20,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-52/8489205610842382336.mp4?sign=908d7b709fcbb456c9dc59543f84038c,"9,",2,0,0,"逻辑运算符,比较运算符",0,0
3505,0,1,"在turtle库中的指令,执行以下代码指令后,画笔为以下哪种状态? import turtle turtle.color('pink') turtle.pensize(5)","画笔颜色为粉色,画笔宽度为 5","画笔颜色为黄色,画笔宽度为5","画布背景为粉色,画笔宽度为 5","画笔颜色为粉色,画笔速度为 5",A,"turtle.color('pink'),设置画笔颜色为粉色 turtle.pensize(5),设置画笔宽度为5",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-15-53/8489205612092284928.mp4?sign=f0a035055285bbe457e19ab78dd65b5e,"9,",2,0,0,turtle库的画笔体系,0,0
