id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
5375,0,1,"昨天的温度是 5 摄氏度,今天降温 7 摄氏度,今天的温度是多少摄氏度?",12,7,2,-2,D,"负数计算,5-7=-2",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-40/8489409403047600128.mp4?sign=7a675294d1c31f63a1167d1d46a1f461,"9,",2,0,0,运算符的运算,0,0
5376,0,1,"分析下面程序,关于程序说法正确的是? x1=""11"" x2=""12"" x3= x1 + x2 print(x3) x4 = int(x1) + int(x2) print(x4)",程序执行输出的 x3 与 x4 均为数值数据,print ( x3 )表示的含义为:打印整数相加,print ( x4 )表示的含义为:打印字符串相加,"程序执行输出 x3 为: 1112 , x4 为: 23",D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-41/8489409405580959744.mp4?sign=f68d6b05803704031c0c5587e865568b,"9,",2,0,0,赋值运算符,0,0
5377,0,1,"编写一个程序,实现下面的功能:输入 1 个三位数时,自动会输出这个三位数的十位上的数字.小明已经写好了程序,但是由于不小心把第二行程序给删掉了,第一行代码是 number=int(input("" 请输入一个三位数 "")) ,最后一行的代码分别是 print(number_2) .请您帮小明选择下面哪个程序代码作为中间一行代码才是正确的?",number_2=(number-number//100*100)//10,number_2=(number-number%100*100)%10,number_2=(number-number**100*100)**10,number_2=(number-number/100*100)/10,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-44/8489409417702498304.mp4?sign=117670f3fcb16762cc471227d8b46c76,"9,",2,0,0,运算符的运算,0,0
5378,0,1,"已知 a=2,b=3, 赋值语句 a*=b+5 执行后, a 的值是多少?",11,16,13,26,B,"此题考查 Python 中的赋值运算符, a*=b+5 等同于 a=a* ( b+5 ),结果为 16 ,故答案选择 B 选项",,"9,",2,0,0,赋值运算符,0,0
5379,0,1,以下哪个选项可以绘制出一个大小为 50 的圆点?(默认前面导入库文件命令为 import turtle ),turtle.dot(),"turtle.dot('red',50)",dot(50),"turtle.dot(50,'red')",D,,,"9,",2,0,0,turtle库的画笔体系,0,0
5380,0,1,"用 turtle 绘制一个大小如图所示的圆, turtle.circle() 括号中需要填写哪个选项?",100*2,100,50,200,B,,,"9,",2,0,0,turtle库的画笔体系,0,0
5381,0,1,"已知 a = 4 , b = 7 那么 print(a!=b) 的结果为?",4,7,False,True,D,"因为 a 和 b 不相等,所以执行 != 后的结果为 True",,"9,",1,0,0,比较运算符,0,0
5382,0,1,"输入一个整数 6 ,输出的结果为? a = input(' 输入一个整数 ') b = a * 4 print(b)",24,6,6666,4,C,"input 函数的返回值是一个字符串,那么 *4 输出的结果是 6666",,"9,",2,0,0,input方法,0,0
5383,0,1,print(21//4) 的结果是?,5,1,4,5.25,A,"// 表示为求商的运算,所以 21 除以 4 商 5 余 1 ,所以答案为 A .",,"10,",2,0,0,运算符的运算,0,0
5384,0,1,turtle.clear() 命令的作用是?,"清空 turtle 窗口,但是 turtle 的位置和状态不会改变","清空 turtle 窗口, turtle 的位置和状态会初始化","清空 turtle 中的变量,但是 turtle 的位置和状态不会改变","清空 turtle 中的变量, turtle 的位置和状态会初始化",A,,,"9,",2,0,0,turtle库,0,0
5385,0,1,下列代码的执行结果是? a=2 b=3 a=5 print (a**b-b/2*10),110.0,110,49.0,49,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-42/8489409413181038592.mp4?sign=4d3002060fdc11bd3cd1ea331c47e237,"9,",3,0,0,"运算符的运算,运算符的优先级",0,0
5386,0,1,下列代码执行会报错的选项是?,a='6' c=1+eval(a) print(c),a=24 c='10'+str(a) print(c),b=6 c=a+b print(c),a='ha' c=a*2 print(c),C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-44/8489409419493466112.mp4?sign=92006d735c97e8c291532eb6ef08e6f8,"9,",2,0,0,赋值运算符,0,0
5387,0,1,"根据运算优先级,请将下列运算按由高到低的顺序进行排序,并选出正确答案? ①圆括号内的项目 ②幂运算和根运算 ③乘法和除法 ④加法和减法",①②③④,②③④①,③④①②,④①②③,A,"本题考查运算优先级,根据题目要求以及运算优先级正确排序为 ①②③④,故答案选择A 选项",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-44/8489409421104078848.mp4?sign=5d66c9209114effc75505f619da92e1f,"9,",2,0,0,运算符的优先级,0,0
5388,0,1,"type() 函数返回对象的类型,那么print(type(""354>324""))输出的结果是?",,,,,A,,,"9,",2,0,0,不同的数据类型,0,0
5389,0,1,"在 turtle 库中的指令,一般可以用 turtle.speed(speed) 来设置画笔移动速度,画笔绘制的速度范围是整数.以下正确的速度范围是?",0~5 的整数,0~10 的整数,0~100 的整数,0~20 的整数,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-45/8489409423335448576.mp4?sign=a169ac4dfc9dce7b913b57c0d7f55f9f,"9,",2,0,0,turtle库的画笔体系,0,0
5390,0,1,以下哪个符号不可能作为 Python 单行或多行注释使用的基本符号?,#,''',*,"""""""",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-45-45/8489409424937672704.mp4?sign=7b71226811d4bb165c699644aecfea96,"9,",2,0,0,注释的特点,0,0
