id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
3684,0,1,下列程序运行的结果是? s = 'hello' print(s+'world'),sworld,helloworld,hello,world,B,"s 和 'world' 都属于字符串类型,加法运算表示的是字符串拼接的操作,所以最后得到的答案为 helloworld ,所以选择 B 选项.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-08/8489205675543715840.mp4?sign=aebb662a19078bf5f92609b2daa77bcd,"9,",2,0,0,float的定义,0,0
3685,0,1,下列选项中不符合 Python 语言变量命名规则的是?,Computer,P,3_1,_WO1,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-08/8489205677653450752.mp4?sign=ba0a89477494f71724328ed04a5d16ca,"9,",2,0,0,变量及变量名,0,0
3686,0,1,"在 Python 中,运行 9//2 ,输出的结果是?",3,4.5,4,4.0,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-09/8489205679968706560.mp4?sign=50aaab0ed09f680479c6ef768f60a187,"9,",2,0,0,运算符和运算符运算,0,0
3687,0,1,下面哪一行代码的输出结果不是 World2021 ?,"print(""World""+""2021"")","print(""World""+""20""+""21"")","print(""World""+2021)","print(""World2021"")",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-09/8489205681059225600.mp4?sign=67aa05bc96cb112bde00619b922c52a8,"9,",2,0,0,float的定义,0,0
3688,0,1,"在 Python 中,输入 3*4**2 ,运算结果是?",144,24,48,6,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-10/8489205685303861248.mp4?sign=33ce67faf6540a8b5df31ef82c46b1a6,"9,",2,0,0,"运算符和运算符运算,运算符的优先级",0,0
3689,0,1,"关于比较运算符说法正确的是? ① != 表示为不等于,如果两个操作数不相等,则为 False ② <= 表示为小于等于,如果左边的数小于或等于右边的数,则为 True ③若 a=2,b=5 则 a!=b 为 True",①②,②③,①③,①②③,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-10/8489205687166132224.mp4?sign=00e65316ff41bf9a42c0d04d73e178d0,"9,",2,0,0,比较运算符,0,0
3690,0,1,Python 中的乘法是用哪个符号表示的?,*,X,x,#,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-11/8489205687921106944.mp4?sign=6a0345fc8b3d8bb32d45de59a0147dbe,"9,",2,0,0,运算符和运算符运算,0,0
3691,0,1,以下哪个选项可以作为 Python 文件的后缀名?,.py,.png,.doc,.pdf,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-11/8489205689720463360.mp4?sign=9e6f054253a30492cd336b531b63b67c,"9,",2,0,0,编程环境,0,0
3692,0,1,"要给三个整型变量 a , b , c 赋值为 5 ,下面 Python 程序正确的是?",abc=5,"a=5,b=5,c=5",a=b=c=5,a=5  b=5   c=5,C,"此题考查对变量赋值的理解,根据 Python 中对变量的赋值语法故答案选择 C 选项",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-11/8489205691180081152.mp4?sign=3d690465300b381b1cae1c0f77b9625f,"9,",3,0,0,赋值运算符,0,0
3693,0,1,以下哪段程序能在画出三角形并隐藏 turtle ?,"import turtle turtle.circle(150,steps=3) turtle.hideturtle() turtle.done()","import turtle turtle.circle(150,3) turtle.hideturtle() turtle.done()",import turtle turtle.circle(3) turtle.hideturtle() turtle.done(),"import turtle turtle.circle(150,3,3) turtle.hideturtle()",A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-16-13/8489205696649453568.mp4?sign=e9e61d7f6173665b951b015471cc318e,"9,",3,0,0,turtle库的画笔体系,0,0
