id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
10391,4,1,"1. 一个非零的二进制正整数,在其末尾添加两个""0"",则该新数将是原数的?( )",10倍,2倍,4倍,8倍,C,"二进制进位规则是逢二进一,因此末尾添加一个0,是扩大2倍,添加两个0,是扩大4倍.如二进制1->10->100,其大小分别为1,2,4.","12,",3,0,0,"编码,数制",0,0
10392,4,1,"2023年亚运会将在杭州举办.关于2023,若将其转换为二进制数,则末位数字为?( )",0,1,3,不确定,B,"由于2023是单数(奇数),因此第一次除以2的余数将是1,根据十进制转二进制方法,该余数为二进制的最低位.","12,",2,0,0,"编码,数制",0,0
10393,4,1,"二进制数10010,转换为十进制数和十六进制数分别为?( )",18和12,36和1A,50和1A,36和12,A,"二进制转十进制是按权展开相加法,(10010)2=1*24+1*21=(18)10,二进制转十六进制是从低位开始,每四位二进制数转换为一位十六进制数,故为12.","12,",2,0,0,"编码,数制",0,0
10394,4,1,"在Python中,int('1010',8)语句的作用是?( )",将十进制数1010转化为八进制数1010,将二进制数1010转化为八进制数12,"将八进制字符串""1010""转化为八进制整数","将八进制数""1010""转化为十进制整数",D,"int('1010',8)语句的作用是将八进制数""1010""转化为十进制整数.","12,",2,0,0,核心内置函数,0,0
10395,5,1,"f = open('cai.csv', 'r')","[['肉','15'],['白菜','8']]","['肉','15','白菜','8']","['肉','15'],['白菜','8']","'肉','15','白菜','8'",A,"从csv格式文件读取数据,得到的是列表对象.","12,",2,0,0,文件和数据处理,0,0
10396,5,1,"2023年中国航天事业再次刷新纪录,主要事件记录在abc.txt文件中,具体内容如下图所示,程序运行后s值是?( ) f = open(r'abc.txt','r') s = f.readline() print(s)","5月11日,天舟六号","5月30日,神舟十六","6月 7日,力箭一号","6月16日,长征二号",A,"readline()是只读取一行,所以答案是A;而read()是读取全部内容.","12,",2,0,0,核心内置函数,0,0
10397,5,1,"Python是强大的数据处理工具,能方便读写文件. 打开D:\test.csv,文件的内容如下图所示, >>>f=open(r""D:\test.csv"",'r') >>>s1=f.read() >>>s2=f.read() >>>f.close() 运行上述程序,说法正确的是?( )",>>>s1 'hello python!',>>>s1 'hello word!',>>>s1 'hello python!\nhello word!\n',>>>s2 'hello python!\nhello word!\n',C,"试题解析: read()函数的使用 >>>f=open(r""D:\test.csv"",'r') >>>s1=f.read() #从文件指针所在位置,读到文件结尾 >>>s2=f.read()#读取到了0个字节,因为文件指针已经读到文件尾部 >>>f.close() >>>s1 'hello word!\nhello word!\n' >>>s2","12,",3,0,0,核心内置函数,0,0
10398,4,1,"Python是强大的数据处理工具,目前受到大家青睐.下列说法错误的是?( )","数据文件格式丰富,常见的有一维数据,二维数据和多维数据",read()函数可以读取整个文件的内容,"write()函数向文件中可以写入列表,字符串,整型等数据类型内容","python中有许多函数,能够直接对csv,excel,txt等文件内容读写,删除等操作",C,"write()函数只能写入字符串类型的数据,如果要写入其他类型的数据,需要先将其转换为字符串类型.","12,",2,0,0,核心内置函数,0,0
10399,4,1,"运行下面一段程序,说法正确的是?( ) f = open('yayun.txt', 'w') f.write('迎亚运,创未来\nHeart to Heart\n') f.close()","运行程序后,打印: '迎亚运,创未来\nHeart to Heart\n'","运行程序后,打印: 迎亚运,创未来",本段程序的功能是打开yayun.txt,"如果python程序同目录下不存在yayun.txt,将创建yayun.txt",D,"考察学生对文件写入的理解,如果没有yayun.txt,将创建一个新的文件yayun.txt,如果之前已有文件,则会覆盖文件内容. \n换行,所以文件的内容是: 迎亚运,创未来 Heart to Hear","12,",2,0,0,文件和数据处理,0,0
10400,4,1,语句print(chr(ord('a')+5))的运行结果是?( ),66,e,f,g,C,"ord('a')可以获取字符a的ascii码,将该ascii码加5后再转chr,即可获得从a开始,按顺序向后数5个的字符,即f.答案选择C.","12,",3,0,0,核心内置函数,0,0
