id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
3646,0,1,"关于open()函数的参数,下列描述正确的是?","""w+"" 以十六进制格式打开一个文件只用于写入","""r+""打开一个文件用于读写.文件指针将会放在文件的末尾","""w"" 打开一个文件只用于写入.如果该文件已存在则打开文件,并从原有位置开始编辑,即保留原有内容.如果该文件不存在,创建新文件","""r"" 以只读方式打开文件,文件的指针将会放在文件的开头",D,"""w+"" 打开一个文件用于读写. ""r+""打开一个文件用于读写.文件指针将会放在文件的开头. ""w"" 打开一个文件只用于写入.如果该文件已存在则打开文件,并从开头开始编辑,即原有内容会被删除.如果该文件不存在,创建新文件. ""r"" 以只读方式打开文件,文件的指针将会放在文件的开头.","12,",2,0,0,核心内置函数,0,0
3647,2,1,"如下图代码,请问两条红线处应该填入?","1,没有变化 2,没有变化","1,没有变化 2,顺序会有变化","1,顺序会有变化 2,顺序会有变化","1,顺序会有变化 2,没有变化",B,考查学生对列表的sort函数以及sorted函数的掌握与理解.,"12,",2,0,0,核心内置函数,0,0
3648,0,1,"下面不同数制数据中,数值最大的是?",0x2B,0o37,41,0b100111,A,,"12,",2,0,0,"编码,数制",0,0
3649,0,1,执行下面代码:print(bool(2)+3)打印出的结果为?,3,4,5,报错,B,"bool函数是int子类型,如果有参数,会返回true也就是整数1,所以正确答案是选项B,也就是数字4","12,",2,0,0,核心内置函数,0,0
3650,0,1,"求既是 3 的倍数且各个位上的数的和是 8 的倍数的三位数,适合的算法是?",解析算法,枚举算法,排序算法,对分查找法,B,本题适合用枚举算法.,"12,",2,0,0,枚举算法,0,0
3651,0,1,下列选项不是 Python 异常处理可能用到的关键字?,try,else,if,finally,C,本知识点是学习异常处理基本语句用法,"12,",2,0,0,异常处理,0,0
3652,0,1,"已定义学期末考核科目 km=["" 语文 "","" 数学 "","" 英语 ""] ,先根据安排需要添加综合学科进入考试科目,操作正确的是?","km.append("" 综合 "")","km.insert("" 综合 "")","km.write("" 综合 "")","km.read("" 综合 "")",A,"km.append(""综合"") 使用append()对一维数据进行添加","12,",2,0,0,核心内置函数,0,0
3653,0,1,"表达式chr(ord(""0"")+3)的结果是?",333,'3',"""000""","""0"",""0"",""0""",B,"ord()函数主要用来返回对应字符的ascii码,chr()主要用来表示ascii码对应的字符,chr(ord(""0"")+3)的值为'3'","12,",2,0,0,核心内置函数,0,0
3654,0,1,与十进制数 1770 对应的八进制数是?,3350,3351,3352,3540,C,反向取余法 3352,"12,",2,0,0,"编码,数制",0,0
3655,0,1,"下面代码的输出结果是? a = [5,1,3,4] print(sorted(a,reverse = True))","[5, 1, 3, 4]","[5, 4, 3, 1]","[4, 3, 1, 5]","[1, 3, 4, 5]",B,对列表进行降序排序,"12,",2,0,0,列表,0,0
3656,0,1,"用冒泡排序算法对 6 个数进行排序,进行比较的次数为?",4,5,10,15,D,"6 个数进行冒泡排序,比较次数为 5+4+3+2+1","12,",2,0,0,冒泡算法,0,0
3657,0,1,"以下代码执行后,如果用户输入为:3*6,则输出为?( ) cal=input(""请输入计算公式:\n"") print(eval(cal))",3*6,"""3*6""",18,"""18""",C,"本题考查eval实现的功能,就是将字符串表达式进行运算,得到运算结果.","12,",2,0,0,核心内置函数,0,0
3658,0,1,"关于 Python 函数的描述,正确的是?","表达式 float(""3.14"") 的结果是 3.14",表达式 type(100) 的结果是十进制数,表达式 oct(100) 可以获得十六进制数,表达式 hex(100) 可以获得八进制数,A,"选项 A 正确,选项 B.type(100) 的结果是,选项 C.oct(100) 的值是 '0o144' ,获得八进制数,选项 D.hex(100) 的值是 '0x64' ,获得十六进制数.","12,",2,0,0,核心内置函数,0,0
3659,0,1,Python中abs ()函数的作用为?,求绝对值,求开方结果,求平方结果,求立方结果,A,"记住即可,abs就是求绝对值.","12,",2,0,0,核心内置函数,0,0
3660,0,1,"以下代码的执行结果为? t=(11,25,36) avg=sum(t)/len(t) print(avg)",24,24.0,12,12.0,B,"sum是求和函数,len是计数函数.两者相除就是就平均数,结果为小数.故有(11+25+36)/3等于24.0.","12,",2,0,0,核心内置函数,0,0
3661,0,1,"Python 中十六进制与十进制进行转换时,下列表述错误的是?","十进制数 57 转换成十六进制,可以表示成 int('57',16)","十进制数 57 转换成十六进制,可以表示成 hex(57)","十六进制数 39 转换成十进制,可以表示成 int('39',16)","十六进制数 39 转换成十进制,可以表示成 0x39",A,,"12,",2,0,0,"编码,数制",0,0
3662,0,1,"Python 中使用 open() 函数打开文件完成读的功能,下列说法错误的是?","readlines() 方法是读取文本所有的行 , 直到文件末尾",readline() 方法是读取文件的第一行,"在同一个程序中,多次使用 readline() 方法后,程序仍读取第一行的内容","执行 readline() 方法后,运行的结果不是列表,而是字符串",C,,"12,",2,0,0,文件和数据处理,0,0
3663,0,1,"以下代码执行后,得到的结果为? list1 = [5, 0, 6, 1, 2, 7, 3, 4] print(sorted(list1, reverse=True))","[7, 6, 5, 4, 3, 2, 1, 0]","[0, 1, 2, 3, 4, 5, 6, 7]","[4, 3, 7, 2, 1, 6, 0, 5]","[5, 0, 6, 1, 2, 7, 3, 4]",A,"从代码可知,程序实现功能为从大到小排序,所以结果为 A","12,",2,0,0,直接插入排序,0,0
3664,0,1,int(7.8)的执行结果是?,8,8.0,7,7.0,C,"int只是去掉小数部分,所以结果为7","12,",2,0,0,核心内置函数,0,0
3665,0,1,"关于查找的说法,下列说法正确的是?",顺序查找属于无序查找,对分查找一定能找到数据,对分查找是一种低效的查找方法,顺序查找次数一定比对分查找次数多,A,"顺序查找和对分不一定能查找到数据.对分查找是一种高效的查找方法.如果数据元素在第一个位置,顺序查找次数不一定比对分查找次数多.","12,",2,0,0,算法基础,0,0
3666,0,1,"当 try 子句中没有任何错误时,一定不会执行语句?",try,else,except,finally,C,本试题考察异常处理中的语句用法,"12,",2,0,0,异常处理,0,0
3667,0,1,Python 可以通过哪个函数实现字符串数据的格式化处理?,format,int,max,str,A,"python 中, format() 函数实现字符串数据的格式化处理.","12,",2,0,0,核心内置函数,0,0
