id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9834,0,1,"有一组数据存在列表中,things=[""桌子"",""椅子"",""茶几"",""沙发"",""西瓜"",""苹果"",""草莓"",""香蕉""],若想要输出其中的水果数据,则下列处理恰当的是?( )",print(things),print(things[:4]),print(things[4:]),print(things[5:8]),C,"本题考查一维数组中取出部分数据.things为列表实现的一维数组,水果部分数据在列表中位于索引位4号至7号(末位),故可用列表切片取出数组的水果部分数据.","12,",2,0,0,列表,0,0
9835,0,1,"学期末学校进行了体育测试,其中跳绳项目每人有三次机会,取最好的成绩为最后得分.小贝,小李和小司三人的成绩数据如下:tscores=[[""小贝"",132,126,130],[""小李"",117,120,123],[""小司"",129,140,137]],那么要得到小贝的第二次成绩,下列操作正确的是?( )",tscores[0][2],tscores[1][1],tscores[0[2]],tscores[1[1]],A,"本题考查二维数组中数据获取.二维数组中行和列的数据索引都是从0开始,该二维数组中小贝的第二次成绩,位于第一行第三列,故行索引为0,列索引为2,tscores[0],取出第一行,tscores[0][2]可取出第一行第三列数据,故选A.","12,",2,0,0,列表,0,0
9836,0,1,"小贝,小李和小司三人三次跳绳的成绩数据如下:tscores=[[""小贝"",132,126,130],[""小李"",117,120,123],[""小司"",129,140,137]],若要输出小李同学的最好成绩,则正确的处理方式是?( )",max(tscores[1]),max(tscores[1][1:]),tscores[1].max(),tscores[1][1: ].max(),B,"小李同学的成绩位于数组中第二行,行索引为1,由于每一行数据有字符串也有数据,故不能直接求最大值,观察选项,可通过对成绩部分选项先切片取出,再求最大值,结合列表的函数用法可得B为正确选项.","12,",2,0,0,列表,0,0
9837,0,1,"有如下代码: gs=['众鸟高飞尽','孤云独去闲','相看两不厌','只有敬亭山'] f=open('jts.txt','w') f.write(','.join(gs)+'\n') f.close() 有关于上述代码,正确的说法是?( )","在执行代码前,必须要先新建一个""jts.txt""的文件","在文件""jts.txt""中,所有相邻诗句之间将发生换行","f.write(','.join(gs)+'\n')也可以用f.write('\n'.join(gs)+',')替换,显示结果是相同的","该段代码的主要功能是将列表gs中的四句古诗写入到""jts.txt""文件中,诗句之间以逗号连成一行",D,"本题考查一维数据存储.若""jts.txt""不存在,则将自动产生一个;否则操作结果将覆盖原文件.A错.由第三行代码知道,gs列表中元素以','相连接,最后才换行,故B错;f.write(','.join(gs)+'\n')的功能是诗句相连后换行,f.write('\n'.join(gs)+',')的功能是每输出一句诗进行换行,最后一句以','结尾.结果并不相同.C错.","12,",2,0,0,文件和数据处理,0,0
9839,0,1,"有关于简单文件的读写,下列说法正确的是?( )",可以用Python内置的open()函数打开文件,"对文件进行读取操作,我们可以用write()函数","对文件进行写入操作,我们可以用close()函数",关闭文件可以用read()函数,A,"文件打开用open()函数,文件内容读取用read()函数,文件写入用write()函数,文件关闭用close()函数实现.","12,",3,0,0,核心内置函数,0,0
9840,0,1,"运行函数 hex(?) 之后,得到结果是'0xa',请问括号中?号处应填?( )","""9""",9,"""10""",10,D,"hex() 函数用于将10进制整数转换成16进制.本题中答案为十进制数10,不能加引号.","12,",2,0,0,核心内置函数,0,0
9842,0,1,"十六进制数100,对应的十进制数是?( )",128,256,28,56,B,"考查学生将十六进制数转为十进制数.本质上就是int('100',16),答案为256.","12,",2,0,0,"编码,数制,核心内置函数",0,0
9843,0,1,"int()函数可以将非十进制数或数字字符串转换为十进制数,以下关于int()函数的使用,正确的是?( )","int(""0b1010"",10)","int(""1010"",10)","int(""0o50"",10)","int(""80"",8)",B,"本题考查学生对其它进制数转十进制数的掌握,正确答案选B .A,0b与10矛盾;C,0o与10矛盾;D,八进制没有基数""8"".","12,",,0,0,"编码,数制,核心内置函数",0,0
9844,0,1,"下列4个表达式中,答案不是整数6的是?( )",abs(-6),int(6.88),round(5.55),"min(float(6),9,8,7)",D,"考查学生对内置数值处理函数的理解.abs()是取绝对值,int()默认会取整,round()四舍五入,float()会把整数转为浮点数,min()获取列表中的最小值,所以,上列4个表达式,只有选项D的答案是浮点数6.0,不是整数6","12,",3,0,0,核心内置函数,0,0
9845,0,1,"键盘输入""杭州亚运会即将于2023年9月23日至10月8日举办."",以下代码的输出结果是?( ) try: n=input(""请输入文字:"") x=n.count(""2"") print(x) except: print(""程序执行错误"")",程序执行错误,2,3,15,C,"count() 方法用于统计字符串里某个字符或子字符串出现的次数 程序是统计输入一段文字中""2""出现的次数,所以执行结果为3. 程序正常运行后,不再执行except后的语句.","12,",2,0,0,核心内置函数,0,0
9846,0,1,"初学者常采用异常处理解决程序中出现的意外情况,下面语句的执行结果是?( ) try: s1 = '我爱中国' s2 = 2023 s   = s1 + s2 print(s) except: print('错误') finally: print('程序结束')",程序结束,程序结束,我爱中国2023,错误,B,"s1 = '我爱中国' 是字符串型;s2 = 2023 是整型; s   = s1 + s2不能直接相加,程序运行会报错. 因此会执行except语句,错误; 无论是否报错,程序都会执行finally,所以最终运行结果为 错误 程序结束","12,",3,0,0,异常处理,0,0
9848,0,1,"列表中有6个数据,使用冒泡排序算法进行从小到大排序,最多需要处理几遍?( )",3,4,5,6,C,"n个数据的冒泡排序,需要进行n-1遍排序.","12,",2,0,0,冒泡算法,0,0
9851,0,1,"对一组数据[5, 2, 6, 4, 8, 1, 7, 3]进行排序,使用冒泡排序按从大到小的顺序进行排列,则第2轮排序过后的结果是?( )","2, 4, 5, 1, 6, 3, 7, 8","6, 5, 8, 4, 7, 3, 2, 1","5, 6, 4, 8, 2, 7, 3, 1","5, 6, 4, 8, 7, 3, 2, 1",B,"A选项最后一个元素是8,是最大的,排除. C选项是第1轮排序的结果,排除. 正确答案是B.","12,",2,0,0,冒泡算法,0,0
9852,0,1,"想要找出小于100的所有质数,适用的算法是?( )",解析算法,枚举算法,对分查找,选择排序,B,"小于100的质数有若干个,想要全部找出来,需要使用一一列举的方法.","12,",2,0,0,枚举算法,0,0
9856,0,1,"运行下面的程序,结果是?( ) h=[-2,-1,0,1,2,3] n=len(h) s=0 for i in range(n): s=s+bool(h[i]) print(s)",0,1,5,6,C,"考核列表,循环,累加器,bool()函数","12,",,0,0,"核心内置函数,列表,循环,累加器",0,0
9858,0,1,"关于Python中abs()函数,描述不正确的是?( )",abs()函数的功能是取一个整数的绝对值,abs(0)的运行结果是0,abs(3.0)的运行结果是3.0,abs(-3)的运行结果是3,A,"abs()函数的功能是取一个数的绝对值,不一定是整数.","12,",2,0,0,核心内置函数,0,0
9863,0,1,"print(divmod(29,7))的运行结果是?( )","4, 1","(4, 1)","1, 4","(1, 4)",B,divmod()函数的结果是由商与余数组成的元组.,"12,",3,0,0,核心内置函数,0,0
9866,0,1,下列程序运行结果是 False的是?( ),"print(all(['1','2','3']))",print(all(())),"print(all(('1','2','3','4','5')))","print(all(['1','2','3','']))",D,考核 all()函数,"12,",2,0,0,all()函数,0,0
9868,0,1,"下列程序运行的结果是?( ) h=[2,-3,-5,-6,0,-1,4,9] y=list(filter(None,h)) print(y)","[2, -3, -5, -6, -1, 4, 9]","(2, -3, -5, -6, -1, 4, 9)","[2, 4, 9]","(2, 4, 9)",A,考核 filter()函数,"12,",2,0,0,核心内置函数,0,0
9871,0,1,"关于open()函数的参数,下列描述不正确的是?( )","'r'以只读方式打开文件,如果文件不存在,则会提示错误","'w'以写入的方式打开文件,如果文件不存在,则会提示错误","'a'打开文件,并将新内容写入到已有内容之后","'r+'以读,写方式打开文件",B,"'w'以写入的方式打开文件,如果文件不存在,则会创建文件.","12,",2,0,0,核心内置函数,0,0
9874,0,1,Python语句print(ascii('A')+ascii('Z')) 运行的结果是?( ),'A'+'Z','AZ','A''Z',"""AZ""",C,"ascii('A')的结果为字符串'A',即""'A'"";ascii('z')的结果为字符串'z',即""'z'"";两个字符串相加的结果为'A''Z',即""'A''z'"",执行print()得:'A''Z'.","12,",2,0,0,核心内置函数,0,0
9881,0,1,执行 print('{:.1f}'.format(23.792)) 返回的结果是?( ),23,23.0,23.8,23.792,C,考核 format()函数,"12,",2,0,0,核心内置函数,0,0
