id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
5048,0,1,"使用 map 函数可以实现列表数据元素类型的转换,而无需通过循环.则将列表 L=['1','3','5','7','9'] 转换为列表 [1,3,5,7,9] 的函数写法为?","map(int,L)","list(map(int,L))","map(L,int)","list(map(L,int))",B,"注意两个点,一个是 map 的参数为类型,序列.另外, map 生成的对象不是列表,需要强制转换.","12,",2,0,0,map()函数,0,0
5049,0,1,以下关于 len() 函数的说法中错误的是?,len() 函数可以用于返回字符串中的字符数,len() 函数可以用于返回列表中的元素个数,"len(""I love China"" ) 的结果为 10","len(""I love China"" ) 的结果为 12",C,"len(""I love China"" ) 的结果为 12 ,所以 C 项错误.空格也要统计入内.","12,",2,0,0,len(),0,0
5050,0,1,"关于 Python 异常处理的解释,描述正确的是?","一般情况下,在 Python 正常处理程序时也会发生一个异常","异常处理增加了程序代码长度,降低了可读性",在程序中加入异常处理会使程序出现错误,"当 Python 脚本发生异常时我们需要捕获处理它,否则程序会终止执行",D,"当 Python 脚本发生异常时我们需要捕获处理它,否则程序会终止执行.","12,",2,0,0,异常处理,0,0
5051,0,1,"Python 文件常用的写入方式有 w+ 和 a+ ,它们的相同点是?",覆盖写,追加写,若文件不存在就创建,每次写的时候会自动覆盖上一次的内容,C,"w+模式可读可写,若文件不存在就创建 a+模式可读可写,若文件不存在就创建","12,",2,0,0,文件和数据处理,0,0
5052,0,1,Python 标准库 math 中用来计算平方根的函数是?,sqrt,max,min,print,A,"本题主要是一些常用函数的功能考查,要求了解常用函数的功能","12,",2,0,0,核心内置函数,0,0
5053,0,1,"某同学上完体育课回教室发现丢失了重要的物品,于是他找到班主任求助.班主任打开视频监控,然后把视频进度拖到这节课中间时间点,发现水杯已经丢了,于是判定是前半节课丢的.接着又把视频进度拖到前面一半的一半 ...... 重复以上过程,很快就锁定了物品丢失的真相.以上描述,体现出了哪一种算法思想?",二分法,选择排序法,递归法,迭代法,A,,"12,",2,0,0,对分查找,0,0
5054,0,1,"去掉列表中的部分数据,例如去掉列表[1,2,3,4,5,6,7,8,9]中3的倍数,可以使用哪一函数来实现?",map,filter,zip,enumerate,B,"过滤函数使用filter,map是按一定规则得到一个新序列,zip是组合序列,enumerate是为序列添加索引.","12,",2,0,0,核心内置函数,0,0
5055,0,1,"定义一个列表 num=list(range(3,6)) print(num) 输出的结果是?","[0,1,2,3]","[0,1,2,3,4,5,6]","[3,4,5]","[3,4,5,6]",C,"range(3,6) 对应(3,4,5),转换为列表后,输出结果为[3,4,5]","12,",2,0,0,核心内置函数,0,0
5056,0,1,"print(divmod(34,8))运行结果是?",4  2,4,2,2 4,A,学习divmod函数的用法,"12,",2,0,0,核心内置函数,0,0
5057,0,1,八进制 10 的十进制值是?,8,10,20,24,A,"八进制 10 的十进制值是为 8 ,故选 A","12,",2,0,0,"编码,数制",0,0
5058,0,1,"a=3.1415926 round(a,2) 运行结果是?",3,3.14,3.141,3.1415926,B,保留2位小数.,"12,",2,0,0,核心内置函数,0,0
5059,0,1,Python内置函数(    )用来返回序列中的最小元素?,mini(),read(),max(),min(),D,返回最小值的是min()函数,"12,",2,0,0,核心内置函数,0,0
5060,0,1,"下面表达式的运行结果与print(divmod(37,9))运行结果相同的是?","print(37%9,37//9)","print((37%9,37//9))","print(37//9,37%9)","print((37//9,37%9))",D,"首先要打印一个元组,print内部应该还有一个括号,另求商使用//,所以为print((37//9,37%9))","12,",2,0,0,核心内置函数,0,0
5061,0,1,"已知输入变量 x = 'hello world' , 调用函数 x.replace('l', 'h') 的结果为?",'hello world','lello world','hello worhd','hehho worhd',D,"学习函数 x.replace (),用 l 来替换 h 的用法","12,",2,0,0,核心内置函数,0,0
5062,0,1,"下列十六进制数中,转换为二进制数后含有偶数个 ""1"" 的是?",0xF8,0xE0,0xA9,0x15,C,"将十六进制转换二进制,对 1 的个数进行统计.","12,",2,0,0,"编码,数制",0,0
5063,0,1,以下表达式是十六进制整数的选项是?,16,0b16,0x16,'0x16',C,"python 中用 0x 表示 16 进制, D 为字符.故选 C","12,",2,0,0,"编码,数制",0,0
