id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
10835,4,1,"在 Python 中, hex(2023) 的功能是?( )",将十进制数 2023 转化为十六进制数,将十进制数 2023 转化为八进制数,将十六进制数 2023 转化为十进制数,将八进制数 2023 转化为十进制数,A,"理解 python 中数制转换函数, hex() 函数是将十进制数转换为十六进制数字符串.","12,",2,0,0,"编码,数制,核心内置函数",0,0
10836,4,1,下列表达式的值与其他三个选项不相等的是哪一个?( ),(A)16,(11)8,(10)10,(1010)2,B,"把选项全部转换成十进制 , 所以本题目选择 B . A : (A)16 =(10)10 B : (11)8 =(9)10 C : (10)10 =(10)10 D : (1010)2 =(10)10","12,",2,0,0,"编码,数制",0,0
10837,4,1,下列说法错误或值为 False 的是?( ),"将十进制数转化为八进制数的方法是除以 8 取余,逆序输出",(8)16>(8)10,(45)10=4 × 101 ＋ 5 × 100,八进制数 15 对应的十进制数为 13,B,"进制转换, (8)16=(8)10","12,",2,0,0,"编码,数制",0,0
10838,4,1,下面选项中最大的数是?( ),(37)8,(11111)2,(1F)16,(32)10,D,A : (37)8=(31)10 B : (11111)2=(31)10 C : (1F)16=(31)10,"12,",2,0,0,"编码,数制",0,0
10839,4,1,"关于下列代码,说法正确的是?( ) try: a = int(input(' 输入一个数: ')) b = int(input(' 输入另一个数: ')) m = a / b print(' 结果是 ', m) except: print(' 其他错误! ') except ValueError: print(' 输入的不是数字! ')","输入的都是数字,且 b 为非 0 整数时,执行 try 后面的语句","输入的有非数字时,执行 except ValueError 后面的语句","输入的 b 为 0 时,执行 except 后面的语句","第 6 行代码只能出现在 try-except 代码块的最后,所以代码书写有误,不能运行",D,"except 块只能出现在 try-except 程序结构的最后,所以代码书写有语法错误.","12,",3,0,0,异常处理,0,0
10840,4,1,下列代码的运行结果是?( ) for i in range(2): try: a = 5 % i except: print('&&&&&') else: print('@@@@@') finally: print('*****'),@@@@@ ***** @@@@@ *****,&&&&& ***** @@@@@ *****,&&&&& ***** &&&&& *****,&&&&& @@@@@ *****,B,"try 程序块运行了两次; 第 1 次 i 的值为 0 ,第 3 行代码运行出错,所以会进入 except 程序块执行,打印出 &&&&& .无论是否出错, finally 程序块都会执行,所以打印出 ***** . 第 2 次 i 的值为 1 ,代码运行正确,进入 else 程序块执行,打印出 @@@@@ ,最后进入 finally 程序块,打印出 ***** .","12,",3,0,0,异常处理,0,0
10841,4,1,"下面程序使用的 with 语句打开文件,处理结束后会?( ) c=[' 老虎 ',' 狗 ',' 狮子 ',' 大象 ',' 狼 '] with open(' 动物 .csv','w') as f: f.write(','.join(c)+'\n')",自动读取 动物 .csv 文件,自动写入 动物 .csv 文件,自动打开 动物 .csv 文件,自动关闭 动物 .csv 文件,D,"with 语句打开文件,处理结束后会自动关闭文件.","12,",2,0,0,文件和数据处理,0,0
10842,4,1,"与下列程序实现的功能一样的是?( ) with open(' 动物 .csv','r') as f: h=f.read().strip().split(',') print(h)","f=open(' 动物 .csv','r') h=f.read().split(',').strip() f.close() print(h)","f=open(' 动物 .csv','r') h=f.read().strip().split(',') f.close() print(h)","f=open(' 动物 .csv','r') h=f.read().strip().split(',') print(f)","f=open(' 动物 .csv','r') h=f.read().split(',').strip() f.close() print(f)",B,考核从 CSV 格式文件中读出数据.,"12,",3,0,0,文件和数据处理,0,0
10843,4,1,"关于语句 with open('d:/stu.csv'.'r') as f ,下列描述不正确的是?( )","如果文件 stu.csv 不存在,会创建 stu.csv",以只读方式打开文件,f 是变量名,"程序处理完毕,会自动关闭 stu.csv",A,"文件打开方式: r 只读,如果文件 stu.csv 不存在,会报错.","12,",2,0,0,文件和数据处理,0,0
10844,4,1,"有关 Python 文件常用读写方式的描述,错误的是 ? ( )",read() 每次读取整个文件,read() 生成的文件内容是一个列表,readline() 每次只读取文件的一行,"readlines() 每次按行读取整个文件内容,将读取到的内容放到一个列表中",B,read() 生成的文件内容是一个字符串.,"12,",2,0,0,文件和数据处理,0,0
