id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
8798,0,1,下列说法正确的是?( ),"{123:'a','a':123}不是一个合法的字典","数字,字符串,列表和元组都可以作为字典的键","{(12,34,'a'):'a','a':5678}是一个合法的字典",字典中的内容一经创建就不能再修改,C,"数字,字符串和元组可以作为字典的键,但是列表不能作为字典的键;字典的内容可以在创建后修改","10,",5,0,0,字典,0,0
8799,0,1,下列程序的运行结果是?( ) d1=dict(age=18) print(d1),(age=18),[age=18],age=18,{'age': 18},D,考察字典的创建.,"10,",3,0,0,字典,0,0
8800,0,1,"datas={'Name':'XiaoMing','No':'1001','Age':'14','School':'ShiYan XueXiao'},表达式len(datas)的值是?( )",8,6,4,2,C,,"10,",3,0,0,字典,0,0
8801,0,1,下列哪个是一个合法的列表?( ),"(191,98,1,0)","""1919,810""","[19,19,8,10]","{19,'19',8,10}",C,列表要用中括号括起来;列表可以有重复的元素,"10,",3,0,0,可变序列-列表,0,0
8802,0,1,"运行下列程序,输出的结果是?( ) list4=['1',3,'5',7,'2,3'] list4.append('7') print(len(list4))",4,5,6,7,C,"append()方法给list4列表添加了一个列表项,所以len(list4)的输出结果为6","10,",4,0,0,可变序列-列表,0,0
8803,0,1,"已知list7列表list7=[-3,6,3,7,5,-4,10],执行sort()方法对此列表进行排序之后,list7列表的第二个元素是?( )",-2,-3,2,5,B,"sort()方法会对列表的对象进行排序,默认按从小到大的顺序排序.排序后的结果为[-4,-3,3,5,6,7,10],第二个元素是-3","10,",3,0,0,可变序列-列表,0,0
8804,0,1,"已知列表list9=[11,4,514,191,9,81,0],下列说法错误的是?( )","print(min(list9))可以输出列表的最小值,输出结果为0","print(max(list9))可以输出列表的最大值,输出结果为514","print(list9.index(191))可以输出数值191第一个匹配项的索引位置,输出结果为3",list9.remove()可以移除列表中的最后一个元素,D,移除list9列表中的最后一个元素的方法是list9.pop()而不是list9.remove(),"10,",4,0,0,可变序列-列表,0,0
8805,0,1,下列说法正确的是?( ),'0123456'是一个长度为6的字符串,"在Python中,可以用乘号'*'把两个字符串连接起来",'What's this?'是一个合法的字符串,'*'是一个合法的字符串,D,"'0123456'是一个长度为7的字符串;在Python中,可以用加号'+'把两个字符串连接起来;单引号在字符串中使用时,需要用转义字符进行转义","10,",5,0,0,字符串,0,0
8806,0,1,下列说法错误的是?( ),while语句通常用于重复执行某一段程序,break语句可以跳出for和while的循环体,在Python中可以使用do..while循环,if语句通常用于执行条件判断,C,Python中没有do..while循环,"10,",4,0,0,循环结构,0,0
8807,0,1,"运行下列程序,共计输出了几个banana?( ) for i in range(3,9,3): print(""banana"")",1,2,3,4,B,"3,6,循环共计执行了2次","10,",3,0,0,循环结构,0,0
8808,0,1,"运行下列程序,输出的结果是?( ) x=0;y=0;a=2023 for i in range(a): if ((i%2)==0): x=x-1 else: y=y+1 print(x+y)",-1,1,0,2023,A,"通过观察代码可以发现,当a为大于0的奇数时,x与y的和始终等于-1,当a为大于0的偶数时,x与y的和始终等于0.因为2023是奇数,所以答案为-1","10,",4,0,0,"分支结构,循环结构",0,0
8809,0,1,"已知ls=[20,30,50,10,90],以下选项中,不能删除元素90的是?( )",ls.pop(-1),del ls[-1],ls.remove(ls[-1]),ls.remove(-1),D,"此题考核列表元素删除的几种方法,remove(a)函数中参数a应为列表元素,而不是列表下标","10,",4,0,0,可变序列-列表,0,0
