id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
7418,0,1,"运行以下代码,结果输出的是?( ) means=['Thank','You'] print(len(means))",8,6,2,1,C,,"10,",3,0,0,可变序列-列表,0,0
7420,0,1,下列语句中变量i取值范围是1~10的是?( ),for i in range(11),"for i in range(1,10)","for i in range(0,10)","for i in range(1,11)",D,,"10,",3,0,0,循环结构,0,0
7422,0,1,"今天编程课的主要内容是字典的遍历. 已知字典dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]},老师要求用四种不同的方法遍历字典,都要获得如下结果 [1, 3, 5] [3, 4, 7] [2, 5, 9] 小程同学尝试写了四段程序,请你帮他检查一下哪个程序的打印结果不符合要求?( )","dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]} ls=[] for i in dt.values(): ls.append(i) print(i)","dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]} ls=[] for i in dt: ls.append(dt[i]) for j in ls: print(j)","dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]} ls=[] for k in dt.keys(): ls.append(dt[k]) for j in ls: print(j)","dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]} ls=[] for k in dt.items(): print(k)",D,"此题选择D选项,如果D选项,选项D程序的遍历结果应为 ('a', [1, 3, 5]) ('b', [3, 4, 7]) ('c', [2, 5, 9]) 只要将选项D的程序稍加修改就可以得到正确的打印结果. dt={'a':[1,3,5],'b':[3,4,7],'c':[2,5,9]} ls=[] for k in dt.items(): print(k[1])","10,",5,0,0,字典,0,0
7425,0,1,"执行以下代码后输出的结果是?( ) d={1:'monkey',2:'panda',3:'bird',4:'fish'} d[5]='sheep' del d[3] d[3]='dog' print(d)","{1: 'monkey', 2: 'panda', 4: 'fish', 5: 'sheep', 3: 'cat'}","{1: 'monkey', 2: 'panda', 4: 'fish', 5: 'sheep', 3: 'dog'}","{1: 'monkey', 2: 'panda', 3: 'dog, 5: 'sheep', 4: 'duck'}","{1: 'monkey', 2: 'panda', 3: 'cat', 5: 'sheep', 4: 'duck'}",B,"d[5]='sheep' #{1: 'monkey', 2: 'panda', 3: 'bird', 4: 'fish', 5: 'sheep'} del d[3] #{1: 'monkey', 2: 'panda', 4: 'fish', 5: 'sheep'} d[3]='dog'#{1: 'monkey', 2: 'panda', 3: 'dog', 5: 'sheep'} d[3]='dog'#{1: 'monkey', 2: 'panda', 4: 'fish', 5: 'sheep', 3: 'dog'}","10,",5,0,0,字典,0,0
7426,0,1,"tp=(3,6,9,11),以下操作正确的是?( )",x=tp[2],x=tp(2),tp[3]=12,tp(3)=12,A,"元组是不可变数据类型,元组中的元素不可更改;","10,",3,0,0,不可变序列-元组,0,0
7428,0,1,"列表a=list(range(2,10)),下列选项中可以获取列表中最后一个元素?( )",a[8],a[7],a[9],a[10],B,"a=list(range(2,10)),a列表为[2,3,4,5,6,7,8,9],最后一项的下标是7或-1,获取最后一项元素的值可以用a[7]或a[-1]因此选B","10,",3,0,0,可变序列-列表,0,0
7429,0,1,表达式tuple(list('Python'))的运算结果是?( ),['Python'],"('P', 'y', 't', 'h','o', 'n')","['P', 'y', 't', 'h','o', 'n']",('Python'),B,"list()函数将可迭代数据转换为列表,tuple()将可迭代数据类型转换为元组","10,",4,0,0,"可变序列-列表,不可变序列-元组",0,0
7431,0,1,"若list_a = [5, 4, 1, 2, 3],以下选项中能够输出 [5, 4, 3, 2, 1] 的是?( )",list_a = sorted(list_a) print(list_a),"list_a.sort()
print(list_a)",list_a.sort(reverse=True) print(list_a),list_a.sort(reverse=False) print(list_a),C,"本题考查列表的排序,列表的排序有两种方式,一种是使用sorted命令,默认按升序排列;另一种是使用待排序列表的sort命令,默认按升序排列,题干中要求按列表list_a中元素大小降序排列. A选项使用sorted命令进行排序,排序结果是[1, 2, 3, 4, 5];B选项使用列表的sort命令,默认按升序排列,结果是[1, 2, 3, 4, 5]; C选项在sort命令的括号中使用reverse=True参数,表示按降序排列,结果是[5, 4, 3, 2, 1] ; D选项使用reverse=False参数,即按升序排列,结果是[1, 2, 3, 4, 5]. 故选C.","10,",4,0,0,可变序列-列表,0,0
7434,0,1,以下代码的输出结果是?( ) s= list(range(10)) print(10 not in s),True,False,0,-1,A,"本题考查range()函数以及通用操作in,not in 检查元素是否包含在序列中.","10,",4,0,0,可变序列-列表,0,0
7435,0,1,"以下代码运行结果正确的是?( ) list1 = [[[[['a']],['冰墩墩']],6],['雪容融']] print(len(list1))",5,4,3,2,D,"本题考查的是序列的长度命令len(),同时考查嵌套序列.","10,",4,0,0,可变序列-列表,0,0
