id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
3721,0,1,"执行下列代码后,运行结果是? seq=['hello','good','morning'] s='*'.join(seq) print(s)",hello*good*morning*,*hello*good*morning,hello*good*morning,*hello*good*morning*,C,理解用 join 方法连接字符串的方式,"10,",4,0,0,可变序列-列表,0,0
3722,0,1,"小红用一个列表 score=[80,78,92,96,100,88,95] 来依次表示她七周的英文测验分数,如果想要查找到第三周的英文测验分数并将其删除,应该怎么做?",score[3],score[2],score.pop(3),score.pop(2),D,"检索并删除特定元素 s.pop(i)* 此处小括号里是索引号 . 小红用列表来表示自己七周的测验分数,但是列表的索引是从 0 开始,也就是第 1 周的测验分数对应的索引号是 0 .依此类推,第三周的索引号就是 2. 因此是 score.pop(2) .","10,",3,0,0,可变序列-列表,0,0
3723,0,1,"以下代码输出结果是? ls =[""2021"",""123"",""Python""] ls.append([2021,""2021""]) ls.append(2021) print(ls)","['2021', '123', 'Python', 2021]","['2020', '123', 'Python', [2021, '2021']]","['2021', '123', 'Python', [2021, '2021'], 2021]","['2020', '123', 'Python', [2021],2021]",C,列表的添加,"10,",4,0,0,可变序列-列表,0,0
3724,0,1,"已知 Lista=list(""five"") ,执行语句 Lista[2:]=list(""rst"") 后,列表 Lista 中的元素为?","['f', 'i', 'v', 'e', 'r', 's', 't']","['f', 'r', 's', 't']","['f', 'i', 'r', 's']","['f', 'i', 'r', 's', 't']",D,,"10,",3,0,0,可变序列-列表,0,0
3725,0,1,"原有列表 s=[5,2,9,1] ,下列哪个操作不能使得列表 s 变为 [9,5,2,1] ?",s.sort() s.reverse() print(s),s.sort(reverse=True) print(s),"print(sorted(s,reverse=True))",s.sort() print(s),D,"sort() 函数用于对原列表进行排序, reverse -- 排序规则, reverse = True 降序, reverse = False 升序(默认); sort 与 sorted 区别: sort 是应用在 list 上的方法, sorted 可以对所有可迭代的对象进行排序操作.","10,",5,0,0,可变序列-列表,0,0
3726,0,1,"在 Python3.5.2 的 IDLE 交互式环境下依次输入以下程序语句后的结果是? >>>S=[10,20,30,40] >>>10 in S",True,true,False,false,A,"判断元素是否在序列之内 x in s.10 在序列 S=[10,20,30,40] 中,因此答案为 True .","10,",3,0,0,可变序列-列表,0,0
3727,0,1,"以下代码输出结果是? ls = [888,'note',[2021,'Python',123],20] print(ls[2][1])",note,Python,2021,结果错误,B,,"10,",3,0,0,可变序列-列表,0,0
3728,0,1,"已知 a=""123"" ,那么 a*2 的结果是?",246,123123,'123123','246',C,"字符串的重复,特别要注意这里的 a 是字符串类型,而不是整型,所以选择 C","10,",3,0,0,字符串,0,0
3729,0,1,"执行下列代码后,屏幕打印的 k 值的个数共有多少个? k=100 while k>1: print(k) k=k//2",5,6,10,50,B,"理解循环体,能够判断循环次数","10,",4,0,0,循环结构,0,0
3730,0,1,"据相关文件规定,全国景区对老年人实行优惠政策: 60 岁以内全票, 60-69 岁(含 60 岁和 69 岁)的老年人半票, 69 岁以上免费.输入年龄,可以输出全票 / 半票 / 免费信息的程序是?",while True: a=int(input(' 年龄: ')) if(a>=70): print(' 免费 ') elif(a>60 and a<70): print(' 半票 ') else: print(' 全票 '),while True: a=int(input(' 年龄: ')) if(a>=70): print(' 免费 ') elif(a>=60 and a<70): print(' 半票 ') else: print(' 全票 '),while True: a=int(input(' 年龄: ')) if(a>70): print(' 免费 ') elif(a>=60 and a<70): print(' 半票 ') else: print(' 全票 '),while True: a=int(input(' 年龄: ')) if(a>70): print(' 免费 ') elif(a>60 and a<70): print(' 半票 ') else: print(' 全票 '),B,,"10,",5,0,0,"分支结构,循环结构",0,0
3731,0,1,"将下列列表a中偶数提取出来并形成一个新的列表c,请补充完整语句? a = [3,5,7,6,2,8,10] c=[] for i in a: if _______: ________ print(c)",i%2==0: c.append(i),i%2==0 c.extend(i),i//2=1 c.append(i),i//2=1 c.extend(i),A,"这道题我们首先得了解for循环来遍历列表的方法,即for i in a:,然后将每个数通过if分支语句进行判断是否为偶数.所以if 条件处需要添加的一个判断条件是i%2==0,然后将符合条件的i添加到列表c中,即c.append(i).最后将列表c打印出来即print(c). i%2==0 #i除以2的余数等于0. i//2==1#i 整除2的得数等于1 c.append(i)#追加元素s.append() c.extend(i)#扩展序列s.extend()","10,",3,0,0,可变序列-列表,0,0
3732,0,1,下列说法错误的是?,字典是可变的无序集合,"列表,元组可以相互嵌套使用","字典虽然不能利用下标访问元素,但可以排序",字典属于一对一映射关系的数据类型,C,,"10,",3,0,0,字典,0,0
3733,0,1,以下说法正确的是?,"同一个元组中,元素的类型必须相同",tuple() 函数可以将列表转换为元组,用 del 就可以删除元组中的元素,列表和元组都是可变数据类型,B,,"10,",3,0,0,不可变序列-元组,0,0
3734,0,1,"关于下列程序理解说法正确的是? num=0 while num<10: print(""Python"")",在 while 代码块中无论加什么都不能改变死循环,"运行结果打印输出 10 个 ""Python"" 语句","这个 while 循环是一个死循环 , 会一直打印 ""Python""",在 while 代码块中加一行代码 num-=1 可以改变死循环,C,,"10,",4,0,0,循环结构,0,0
3735,0,1,下列程序的运行结果是? name='The dog is ehite' new_name=name[:11]+'white' print(new_name[11:]),The dog is white,hite,ehite,white,D,,"10,",3,0,0,字符串,0,0
3736,0,1,正确定义元组 yuan 的语句是?,"yuan={1,2,3}","yuan=[1,2,3]","yuan=(1,2,3)","yuan=<1,2,3>",C,"定义元组使用括号,也可以不用符号","10,",3,0,0,不可变序列-元组,0,0
3737,0,1,"已知列表 List1=[1,2,3,4,5] ,要在列表 List1 中的最前面添加元素 0 ,则下列操作可行的是?",List1=0+List1,"List1=""0""+List1",List1=[0]+List1,List1=List1+[0],C,,"10,",4,0,0,可变序列-列表,0,0
