id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
6000,0,1,"关于Python中的列表,下列描述错误的是?( )","列表是Python中内置可变序列,是若干元素的有序集合;","列表中的每一个数据称为""元素"";","在Python中,一个列表中的数据类型可以各不相同;",可以使用s[1]来获取列表s的第一个元素.,D,,"10,",3,0,0,可变序列-列表,0,0
6001,0,1,"已知列表a=[1,3,5,7],下列语句无法将a变成a=[1,3,5,7,9]的是?( )",a.append(9),"a=[1,3,5,7,9]","a.insert(4,9)",a[4]=9,D,,"10,",4,0,0,可变序列-列表,0,0
6002,0,1,"关于以下代码段的说法错误的是?( ) a = [1, 2, 5, 4, 3] a.sort(reverse=True) print(a)",a.sort(reverse=True)语句中的reverse默认值为False.,"省略a.sort(reverse=True)语句中的reverse=True,代码运行结果不变.","将以上代码的a.sort(reverse=True)改为a=sorted(a,reverse=True),代码运行结果和原题的结果一样.","以上代码运行结果为:[5, 4, 3, 2, 1].",B,,"10,",4,0,0,可变序列-列表,0,0
6004,0,1,"下面程序的运行结果是?( ) a=80 b=70 if a>b: a,b=b,a print(a,b)",70 70,80 70,70 80,80 80,C,"条件语句的运用,代码的意思是当a>b时,ab两个数互换,然后输出新的值.80>70,所以新输出的a为70,b为80,选择C","10,",3,0,0,分支结构,0,0
6005,0,1,以下关于元组的描述正确的是?( ),"元组和列表相似,所有能对列表进行的操作都可以对元组进行","创建元组时,若元组中仅包含一个元素,在这个元素后可以不添加逗号",元组中的元素不能被修改,多个元组不能进行连接,C,,"10,",4,0,0,不可变序列-元组,0,0
6006,0,1,"以下程序的输出结果是?( ) tuple1 = (1,2,3) tuple2 = (2) print(tuple1*tuple2)","(1,2,3)","(1,2,3,1,2,3)","(2,4,6)",报错,B,,"10,",3,0,0,不可变序列-元组,0,0
6009,0,1,以下代码的输出结果是?( ) ls = [] for m in '想念': for n in '家人': ls.append(m+n) print(ls),"[""想念"",""家人""]","[""想想"",""念念"",""家人""]","[""想家想"",""人念家"",""念人""]","[""想家"", ""想人"", ""念家"", ""念人""]",D,,"10,",4,0,0,"可变序列-列表,循环结构",0,0
6010,0,1,"以下程序的输出结果是?( ) lt = ['绿茶','乌龙茶','红茶','白茶','黑茶'] ls = lt ls.clear() print(lt)",[],变量未定义的错误,"['绿茶','乌龙茶','红茶','白茶','黑茶']","'绿茶','乌龙茶','红茶','白茶','黑茶'",A,,"10,",5,0,0,可变序列-列表,0,0
6011,0,1,"下面代码的输出结果是?( ) list1 = [1,2,3] list2 = [4,5,6] print(list1+list2)","[4,5,6]","[1, 2, 3, 4, 5, 6]","[1,2,3]","[5,7,9]",B,,"10,",3,0,0,可变序列-列表,0,0
6012,0,1,"字符串str=""maixnm""包含""min""和""max""两个单词,下面哪个操作不能将""min""从中找出来?( )",str1=str[0]+str[2]+str[4],str1=str[0:-1:2],str1=str[::2],str1=str[0:4:2],D,"本题考点是字符串的通用操作,根据访问指定索引范围,我们应该得到答案为D","10,",5,0,0,字符串,0,0
6016,0,1,"cat=['fat','black','cloud'],则cat.index('black')的值为?( )",1,2,3,0,A,,"10,",4,0,0,可变序列-列表,0,0
6018,0,1,"3年级2班的学生花名册被存储在一个列表name中,如何快速得到该班级学生的总人数?( )",print(sum(name)),print(len(name)),print(min(name)),print(max(name)),B,"获取序列长度len(s),获取最值max(s) min(s),统计总和sum(s).根据题意,我们是要获取列表的长度,所以print(len(name)).","10,",3,0,0,可变序列-列表,0,0
6022,0,1,"小张的爸爸每个月都有绩效工资,绩效工资根据业绩被分为1200,1400和1600三个等级,小张把爸爸每个月的绩效工资都记录在了一个money的列表中,如何能快速得到小张爸爸得到1600元绩效的次数?( )",money.index(1600),money.count(1600),money.remove(1600),"money.insert(0,1600)",B,"检索某个元素第一次出现元素下标s.index(x),统计元素出现的次数s.count(x),s.remove(x)删除第一个匹配值,插入元素s.insert(i,x).根据题意,需要知道1600在列表中出现的次数即money.count(1600).","10,",4,0,0,可变序列-列表,0,0
6023,0,1,"name=('Jerry',),则name的数据类型是?( )",字符串,元组,列表,其他类型,B,"本题需要特别注意的就是name=('Jerry',),如果没有这个"","",那么就是str类型,但是有"","",就是tuple类型.","10,",3,0,0,字符串,0,0
