id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9691,0,1,"yyh=[2023,'杭州亚运会',['拱宸桥','玉琮''莲叶']] jxw=yyh[2][0] print(jxw[1]*2) 以上代码运行结果是?( )",宸宸,杭杭,玉玉,州州,A,"jxw=yyh[2][0],jxw的值是""拱宸桥"",jxw[1]的值是""宸"",所以jww[1]*2的值是""宸宸""","10,",5,0,0,可变序列-列表,0,0
9692,0,1,"阿宝在学习Python语言编程,他写了一个程序可以实现输入月份数字就可以输出2023年该月的天数. 程序如下:monthdays=[0,31,28,31,30,31,30,31,31,30,31,30,31]m=int(input())print('2023年'+str(m)+'月有'+str(monthdays[m])+'天.')要想得到2023年9月的天数,应该在终端输入的数字是?( )",11,10,9,8,C,"列表的下标是从0开始的,但是week列表在定义的时候,第一个元素是0(从而排除了下标为0号的列表位置的月份),所以9月份的下标仍然是9,选择C.","10,",5,0,0,可变序列-列表,0,0
9693,0,1,"下面这个列表中,包含几个元素?( ) list = ['a', ['bb', 'cc', 'dd'], 'e', ['ff', 'gg'], 'h'] print(list)",8个,5个,6个,4个,B,"列表可以嵌套 列表中的元素同样可以是一个列表.list 这个列表中有 5 个元素,其中 3 个是字符型,2 个是列表,list列表中又嵌套了2个列表,在判断列表中的嵌套时,我们主要是根据[]来进行判断:嵌套的列表共占元素的一个位置.","10,",4,0,0,可变序列-列表,0,0
9694,0,1,"使用下列哪几个命令可以把列表list1变成列表list2?( ) list1 = ['苹果', '樱桃', '西瓜', '香蕉', '葡萄', '菠萝', '芒果', '火龙果']list2 = ['苹果', '樱桃', '西瓜', '香蕉', '葡萄', '菠萝', '桑葚', '番石榴']","del list1[6:8] list1 += ['桑葚', '番石榴']","del list1[6:7] list1 += ['桑葚', '番石榴']","del list1[6:8] list1.append(['桑葚', '番石榴'])","del list1[6:7] list1.append(['桑葚', '番石榴'])",A,"从列表中删除元素,只需要使用 del 就可以了. del 列表名[] 在 Python 中,我们使用+向列表中添加元素,添加的元素会自动的被添加到列表尾部: 列表名 += [元素1,元素2,元素3,...,元素n] 除了使用+,append() 也可以为列表添加元素,和+一样,也是在列表的结尾处添加元素,但是却是作为一个整体添加添加. 所以答案应该为: del list1[6:8] list1 += ['桑葚', '番石榴']","10,",5,0,0,可变序列-列表,0,0
9695,0,1,"以下程序的输出结果是?( ) list = ['华东','华西','华南','华北'] list.insert(2,'华中') list.pop() print(list)","['华东', '华西', '华中', '华南', '华北']","['华东', '华中', '华西', '华南', '华北']","['华东', '华西', '华中', '华南']","['华西', '华中', '华南', '华北']",C,"本题考查列表的插入和从列表的指定位置删除元素,2表示将元素插入至原列表索引为2的元素之前,.pop()方法无参数时默认删掉最后一个元素.","10,",4,0,0,可变序列-列表,0,0
9696,0,1,"下列程序运行后,输出的结果应该是哪个选项?( ) t = ('s', 'a', 'a', 'r', 5) print(t.index('a')+t.count('a'))",2,3,4,5,B,"获取指定元素在元组中出现的次数count(),index方法:获取指定元素的下标(就近原则,从左往右,找到第一个就结束)","10,",5,0,0,不可变序列-元组,0,0
9707,0,1,"numbers = [1 , 2 , 3 , 4],以下哪一项可以用来访问numbers中的第三个元素?( )",numbers[1],numbers[2],numbers[3],numbers[4],B,列表中的元素索引从0开始计数,"10,",3,0,0,可变序列-列表,0,0
9708,0,1,"d = {""山东"":""青岛"", ""浙江"":""杭州"", ""安徽"":""芜湖""} ,请问删除d中'山东'对应的数据值的函数或方法是?( )",del d['浙江'],d.clear(),del d['山东'],d.pop('山东'),C,"备注:根据题意,该题选项C和选项D均正确.","10,",4,0,0,字典,0,0
9709,0,1,"以下关于循环的说法,不正确的是?( )",for循环可以用于遍历列表中的所有元素,"while循环满足循环条件时不断地运行,直到指定的条件不满足为止",Python中可以使用do...while循环,break和continue语句都可以用在for循环和while循环中,C,"Python中只有for循环和while循环两种循环,do...while循环不可用于python,故本题答案选C.","10,",4,0,0,循环结构,0,0
9710,0,1,"执行以下程序代码 score = eval(input(""请输入成绩:"")) if score > 0 and score < 60: print(""不及格"") elif score >= 60 and score <=100: print(""及格"") else: print(""请输入正确的成绩"") 当输入60时,输出结果是?( )",及格,不及格,请输入正确的成绩,60,A,"该题考查程序的多选择分支结构,因为60介于60(含)和100之间,故输出结果为""及格"".","10,",3,0,0,分支结构,0,0
9711,0,1,下列哪个说法不正确的是?( ),"字典是通过key(键)来进行访问的,跟列表,元组不同","字典没有头上标和尾下标,跟value对应的就只有key(键)","Python中可以通过重新给字典当中的key赋值的方式修改对应的value,不能通过新增key的方式来添加新的元素","用Python内置函数是可以删除字典当中的元素的,整个字典也可以被清空或者删除",C,"Python中可以通过重新给字典当中的key赋值的方式修改对应的value,也可以通过新增key的方式来添加新的元素;","10,",5,0,0,字典,0,0
9712,0,1,". 请问此程序运行后的结果是?( ) s=1 for i in range(1,4,3): s = s+i print(s)",2,6,1,5,A,"range(1,4,3)  这个包含的数据是1,不包含4.所以:1+1=2","10,",4,0,0,循环结构,0,0
9713,0,1,"关于Python循环结构的说法,下列哪个是错误的?( )","Python可以通过for和while循环,实现遍历和各种循环等功能","break是用来跳出自己所在的整个循环体,执行循环后面的语句","continue结束整个循环过程,不再判断循环的执行条件,继续顺序执行循环后面的语句",遍历循环中的遍历结构可以是字符串或者range()函数等,C,"continue 语句跳出本次循环,而break跳出整个循环.即break才是结束整个循环过程","10,",4,0,0,循环结构,0,0
9714,0,1,"下面几个有关流程控制的说法,那个是错误的?( )","如果条件判断语句永远为 true,循环将会无限的执行下去","当判断条件为假(false) 时,循环结束","在while 语句中,""判断条件""不可以是个常值",执行语句可以是单个语句或语句块.判断条件可以是任何表达式等,C,"while 语句时,""判断条件""可以是个常值,表示循环必定成立.","10,",5,0,0,流程控制,0,0
9715,0,1,"运行下面的代码,输出的结果是?( ) name1 = '玛卡巴卡' name2 = '依古比古' name3 = '唔西迪西' print('晚安' + name2)",晚安玛卡巴卡,晚安依古比古,晚安唔西迪西,晚安name2,B,"+ 号可以将两个字符串拼接在一起,name2 中的内容是 '依古比古',打印的结果就是'晚安依古比古'.","10,",3,0,0,字符串,0,0
9716,0,1,"下面代码中,不能创建一个字典的是?( )",d = {},"d = {'葡萄', 20}",d = {'葡萄':20},"d = {'葡萄':20, '西瓜':12}",B,"B 不是一个字典,字典的元素都是成对出现的,中间用冒号隔开.","10,",4,0,0,字典,0,0
9717,0,1,"字典d = {""苹果"":""apple"",""香蕉"":""banana"",""橘子"":""orange"",""桃子"":""peach""}中按键值对的形式储存了部分水果的中英文名,以下能够只输出水果英文名的语句是?( )",print(d.values()),print(d.keys()),print(d.items()),以上三个语句都无法实现,A,"字典类型操作函数d.values()返回字典中所有的值信息,d.keys()返回字典中所有的键信息,d.items()返回字典中所有的键值对信息;水果的英文名都属于该字典的值.","10,",3,0,0,字典,0,0
9718,0,1,"下列定义元组的语句,不正确的是?( )",tp=( ),tp=('sun'),"tp=('star',)","tp=('sun','star','moon')",B,"使用()可以创建元组,空括号创建空元组,但是创建只有一个元素的元组时,需要在第一个元素的后面加逗号.","10,",3,0,0,不可变序列-元组,0,0
9752,0,1,"下列关于列表的说法,正确的是?( )",列表创建后不能被修改,列表中各元素的类型必须相同,列表不能用下标访问,通过方括号[]可以创建列表,D,"列表是一种序列类型,创建后可以随意被修改;列表中各元素类型可以不同,可以用下标进行访问;使用方括号[]或list可以创建列表,元素间用逗号分隔.","10,",3,0,0,可变序列-列表,0,0
9754,0,1,"已知列表animal = ['cat','dog','monkey','tiger','lion'],要想得到'cat'的输出结果,以下哪个选项的语句是不正确的?( )",animal[0],animal[1],animal.reverse() animal[4],animal.reverse() animal[-1],B,"列表元素的索引是从0开始的,所以获取第一个元素'cat'需用animal[0]而不是animal[1];reverse()方法的作用是将列表中的元素反转,animal列表反转后,第一个元素'cat'变成了最后一个元素,可以通过索引值4或者逆序索引值-1进行访问.所以本题答案为B.","10,",3,0,0,可变序列-列表,0,0
9757,0,1,"关于Python的元组类型,以下选项中描述错误的是?( )",元组不可以被修改,Python中元组使用小括号和逗号表示,元组中的元素要求是相同类型,"一个元组可以作为另一个元组的元素,可以采用多级索引获取信息",C,"元组中的元素可以是不同类型,所以C是错误的","10,",3,0,0,不可变序列-元组,0,0
9760,1,1,"对 s = ""www.baidu.com"" 执行 s.split(""."")后的结果是?( )",www.baidu.com,"[""www"", ""baidu"", ""com""]","""www.baidu.com""",wwwbaiducom,B,"split是分割字符串,通过split,我们可以将字符串分割成列表.","10,",4,0,0,字符串,0,0
9762,0,1,"下面代码运行后,输出区打印的内容是?( ) s = 0 for i in range(10): s += 1 if i * i < 50: break print(s)",0,1,7,3,B,"第一次循环时,变量 s = 1,i = 0,此时 i * i < 50,break语句会终止循环,输出区打印出1","10,",4,0,0,"循环结构,计算思维",0,0
9766,0,1,"以下代码执行后输出是?( ) list0 = [5, 4, 3, 2, 2] list0.remove(2) list0.insert(2, 6) print(list0)","[5, 4, 3, 6, 2]","[5, 4, 3, 2, 6]","[5, 4, 3, 2, 6, 2]","[5, 4, 6, 3, 2]",D,"insert在下标为2的位置插入6,与前面的remove(2)没有关系.所以选D","10,",4,0,0,可变序列-列表,0,0
9771,0,1,"执行以下运算后,text2的值是?( ) text1 = ""Good work"" text2 = text1[-1]*3",Good workGood workGood work,workworkwork,work work work,kkk,D,"下标－1取出最后一个元素即k,乘以3表示重复3次,因此输出kkk","10,",4,0,0,字符串,0,0
9772,0,3,元组一旦被创建就不能被修改.(,,,,,1,元组一旦被创建就不能被修改,"10,",3,0,0,不可变序列-元组,0,0
9810,0,3,"元组和列表都属于序列类型,他们的元素都有下标,可以调用sort()函数对元组和列表中的元素重新排列.( )",,,,,0,"元组中的元素不可改变,元组对象没有sort属性.","10,",3,0,0,"不可变序列-元组,可变序列-列表",0,0
9811,0,3,"列表是有序的,列表中可以放多个不同类型的元素,列表也可以是空的,[],[(),[]]都是空列表.( )",,,,,0,"[]是空列表,因为列表中的元素个数是0,但是,[(),{}]不是空列表,这个列表中包含两个元素,一个元素是空元组,一个元素是空列表.","10,",5,0,0,可变序列-列表,0,0
9813,0,3,"dic_1 = {'键值1': '苹果', '键值2': '葡萄', '键值3': [11, 22, 33]} dic_1['键值4'] = '西瓜' print(dic_1) 上述代码的功能是: 在字典dic_1中添加一个键值对,'键值4': '西瓜',输出添加后的字典,其值是: {'键值1': '苹果', '键值2': '葡萄', '键值3': [11, 22, 33],'键值4':'西瓜'}    ( )",,,,,1,"在字典dic_1中添加一个键值对,'键值4': '西瓜',输出添加后的字典就是{'键值1': '苹果', '键值2': '葡萄', '键值3': [11, 22, 33],'键值4':'西瓜'},这句话是正确的.","10,",4,0,0,字典,0,0
9816,0,3,for i in range(5): print(i) 上述代码的运行结果是( ) 1 2 3 4 5,,,,,0,"range(5)的取值范围从0开始,到4结束.","10,",3,0,0,循环结构,0,0
9818,0,3,"s=""Python""; for i in s: print(i); 上面这个程序段,运行后输出的结果是: Python.( ) (注意:是横排的Python)",,,,,0,"print(i, end='');这个语句的输出才是Python","10,",4,0,0,"字符串,循环结构",0,0
