id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,weType,isMySubject,answerStatus,compileEnvironment
1940294471715037186,0,1,"在Python中自定义函数f(x,y,z),参数x,y,z是整型变量,下列函数调用语句正确的是?( )",f,"f1,f2,f3","f(1,2,3)",f(123),C,"函数的调用方法是函数名称加实际参数,仿照f(x,y,z)的样子,将x,y,z依次替换为实际的数据.",0,0,0,0
1940294571945938946,0,1,"有如下Python程序段,执行该程序段后,输出的结果是?( ) def fun(x,y): if x >y: rst = 2 ** x else: rst = x ** 2 return rst x,y = 3,5 print(fun(x,y))",6,10,9,25,C,"调用函数后,因x>y条件不满足,故rst=x ** 2,即3**2,结果是9.",0,0,0,0
1940294652610793473,0,1,"有如下Python程序段,执行该程序段后,输出的结果是?( ) def js(x,y): rst = x * y - x // y return rst x,y = 3,5 print(js(x,y))",15,14.4,13.67,8,A,"函数将参数3和5分别传递给x和y,计算结果rst=3*5-3//5=15.",0,0,0,0
1940294737569173505,0,1,"有如下Python程序段,执行该程序段后,输出的结果是?( ) def zdz(a): m = 0 for i in range(1,len(a)): if a[i] > a[m]: m = i return m a = [1,5,6,5,4,3,9,0,8,9] print(zdz(a))",7,9,6,0,C,"函数zdz中计算数组a最大值的索引,故选C.",0,0,0,0
1940294883100762113,0,1,"有如下Python程序段,执行该程序段后输出的结果是?( ) def fac(n): s = 1 for i in range(1,n+1): s = s * i return s print(fac(5))",0,6,24,120,D,"函数fac(n)返回1*2*3*4*5的值,将n=5代入计算得到120.",0,0,0,0
1940294996820545538,0,1,"运行以下Python程序,表述中错误的选项是?( ) def de(a,b): c=a*2+b b=a return c a=10 b=20 c=de(a,b)+b",该函数名称为de,"执行该函数后,变量a的值为10","执行该函数后,变量b的值为20","执行该函数后,变量c的值为50",D,"调用后函数返回值局部变量c为40,调用结束时程序返回到调用出,全局变量c=40+20=60.故选D.",0,0,0,0
1940295140136099842,0,1,在Python中显示第三方库的详细信息的pip指令是?( ),pip install <第三方库名>,pip list <第三方库名>,pip show<第三方库名>,pip download <第三方库名>,C,pip命令,0,0,0,0
1940297600366202882,0,1,"生成1-10之间的随机整数,下列程序段不能实现该功能的是?( )","import random t = random.randint(1,10)","import random as ran t = ran.randint(1,10)","from random import randint t = randint(1,10)","import random t = randint(1,10)",D,库的调用,0,0,0,0
1940297728910479362,0,1,"小明想用lambda函数计算两个数的平方和,正确的写法是?( )","lambda a,b: a**2 + b**2","lambda a,b: return a**2 + b**2","lambda a,b -> a**2 + b**2","lambda (a,b): a**2 + b**2",A,"A:lambda a,b: a**2 + b**2 是正确写法,lambd函数隐式返回表达式结果,无需return. B:错误,lambda函数中不能显式使用return语句. C:错误,Python的lambda语法使用冒号(:)而非箭头(->). D:错误,Python 3中lambda的参数不能以元组形式声明(如(a,b)),应直接写成a,b.",0,0,0,0
1940297894795202562,0,1,"五一节庆到来,各大商场都推出折扣活动,小红打算写一个计算折扣的函数,但调用时报错,以下是小红编写的代码,错误的原因是?( ) def discount(price=100, rate): return price * rate print(discount(80))",默认参数 price 必须放在最后,rate 未指定默认值,"语法正确,无错误",缺少关键字参数,A,"默认参数必须位于参数列表末尾,此处rate未指定默认值且放在后面.",0,0,0,0
1940298011869368321,0,1,"小刚用lambda函数计算游戏技能冷却时间,以下代码的结果是?( ) cool_down = lambda t: t // 2 + 5 print(cool_down(10))",计算10秒的冷却时间为15秒,计算10秒的冷却时间为10//2+5=10秒,计算10秒的冷却时间为5秒,语法错误,B,"10//2=5,5+5=10,输出结果为10.",0,0,0,0
1940298267337859074,0,1,"老师想用 *args 统计学生成绩总和,以下正确的结果是?( ) def total_score(*scores): return sum(scores) print(total_score(80, 90, 70))",240,"(80, 90, 70)",报错,0,A,"*scores 将参数打包为元组,sum 计算总和为 80+90+70=240.",0,0,0,0
1940298425542811650,0,1,"以下lambda函数中,哪个会因变量未定义而报错?( )",lambda x: x + y,lambda x: x*2,"lambda x,y=5: x+y",lambda x: x**0.5,A,"A:lambda x: x + y,y未在lambda内部或外部定义,调用时会报NameError. B/C/D:均不依赖外部未定义变量,B和D仅操作参数,C使用默认值参数y=5,均合法.",0,0,0,0
1940298585559703554,0,1,下列关于函数的描述正确的是?( ),函数中必须return语句,"函数优点是模块化,但不能提高代码的利用 率","定义函数内容以冒号起始,可以不缩进","函数是可重复使用的,用来实现单一或相关联功能的代码段",D,"A错,函数中可以没有return语句.B错,函数可提高代码的复用率.C错,函数体必须缩进.故选D.",0,0,0,0
1940298660125659137,0,1,"社团活动中,小明分享一个编好的程序,小伙伴们试运行结果是?( ) def add(*arge): s=0 for i in args: s+=i return s s=add(2,3,4,5) print(s)",12,13,14,15,C,"编写的程序为s的依次累加,依次输入2,3,4,5,s=2+3+4+5=14.",0,0,0,0
1940298812257259522,0,1,"某物流公司需要每日处理数十万条配送路线数据,技术团队考虑使用分治算法或顺序查找算法进行路线规划,以优化货车路径并减少燃油消耗.已知城市大部分路线可分解为独立子问题.在以下哪种情况下,分治算法相比顺序查找更具优势?( )","当子问题之间存在大量重叠,需要重复计算时","当问题可以分解为相互独立的子问题,且合并结果简单时",当需要全局最优解且所有子问题必须精确计算时,"当问题规模较小,递归调用不会导致栈溢出时",B,"选项A:分治算法不解决此类问题. 选项B:分治算法的核心是分解-解决-合并,适用于子问题独立且合并成本低的场景(如归并排序,快速排序).例如,将城市划分为多个区域独立规划路径,最后合并结果. 选项C:分治算法可能因子问题独立性不一定是全局最优解. 选项D:问题规模小不是分治算法的核心优势,而是递归深度的技术限制.",0,0,0,0
1940298910739898369,0,1,"小明用""分治算法""编写了一个函数.他的任务是计算1+2+3+......+100的和. 请选择下列哪一项填入 ① 处,使程序运行成功?( ) def sum_range(start, end): if start == end: return start mid = (start + end) // 2 return sum_range(start, mid) + ① print(sum_range(1, 100))","sum_range(mid, end)","sum_range(mid+1, end)","sum_range(mid+1, end+1)","sum_range(mid, end-1)",B,"这里用""分治算法""把数的范围分成两个区域.前半部分是[start, mid], 后半部分是[mid+1, end] mid是中点.区域不断缩小,缩小到0返回数据本身.",0,0,0,0
