id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
8873,0,1,"运行下列程序,输出的结果是?( ) def wenhao(name = 'zhejiang'): print('hello' + name) wenhao()",hello,hellozhejiang,helloname,程序将提示运行错误,B,"定义函数时,可以指定形参的默认值.如果在调用函数时给函数提供了实参,Python将使用指定的实参,否则将自动调用形参的默认值.本题中,调用wenhao函数时没有传值,故使用函数的默认值作为函数的调用.因此选B","35,",4,0,0,函数的相关概念,0,0
8874,0,1,"运行下列程序,输出的结果是?( ) rst = lambda a,b=5:a*b print(rst(5))",5,15,25,35,C,"rst(5)传入一个实参,a被赋值为5,b使用默认值5,因此结果是5*5=25,选C.","35,",4,0,0,形参和实参,0,0
8875,0,1,"运行下列程序,输出的结果是?( ) def jsarea(r, PI = 3.14): area = PI * r * r print(jsarea(1))",3.14,"因缺失参数,不能计算",None,程序代码有错误,C,"函数jsarea中,没有return语句,函数中计算的结果area不能传递给函数调用处,因此调用函数的结果是None.","35,",3,0,0,自定义函数的创建与调用,0,0
8876,0,1,"运行下列程序,输出的结果是?( ) def js(n): s = 0 while n: s = s * 10+n % 10 n //= 10 return s print(js(20230110))",20230110,01103202,2301102,1103202,D,"函数js的功能是计算n的逆序数,因此选D","35,",4,0,0,函数使用,0,0
8877,0,1,"在传递信息的过程中, 通常会将一些敏感信息进行加密,以下是对数据进行加密的Python程序段,若输入数据为""cie0108"",则输出的结果是?( ) def jm(t): s = """" for ch in t: if ""0"" <= ch <= ""9"": x = int(ch) + 3 if x >= 10: x = x % 10 ch = str(x) s = s + ch return s print(jm('cie0108'))",1343eic,0108cie,cie3431,3431cie,C,"函数jm中对原文进行处理,若是字母,不变,累加;若是数字, 转为整型加3然后求其个位上的数,因此答案是cie3431,选C.","35,",4,0,0,函数使用,0,0
8878,0,1,"运行下列程序,输出的结果是?( ) s = 0 def f(n): global s for i in range(n): s = s + i return s print(f(f(3)))",3,6,9,0,B,"在函数f中,变量s定义为global全局变量,第一次调用f(3)后返回的结果是3,此时变量s的值变成3,再次调用函数f(3)时,因s的初值已经是3了,因此结果是6.","35,",4,0,0,全局变量和局部变量,0,0
8879,0,1,"运行下列程序后,输出的结果是?( ) def jsh(n): if n == 1: return 1 else: return n + jsh(n-1) print(jsh(10))",1,35,45,55,D,"递归思想求解1到n之间和,因此答案选D.","35,",4,0,0,递归与递推,0,0
8880,0,1,"运行下列程序后,输出的结果是?( ) def fun(s): if len(s) == 1: return s else: return fun(s[1:]) + s[0] print(fun('CIE2023'))",3202EIC,EIC3202,3220EIC,EIC2023,A,"函数fun递归实现字符串s逆序,因此选A.","35,",4,0,0,递归与递推,0,0
8881,0,1,"下列有关递归的描述中,正确的是?( )",递归函数中肯定有循环结构;,"递归没有体现""大事化小""的思想;",递归有明确的结束递归的边界条件;,递归执行效率较高.,C,"递归有明确的结束递归的边界条件以及结束时的边界值,递归体现了""大事化小""的思想.","35,",3,0,0,递归与递推,0,0
8882,0,1,"运行下列程序,运行的结果是?( ) def leijia(x): x += 1 return x x=10 y=leijia(x) print(y)",1,10,11,None,C,"将实参10传递给函数leijia中的形参x,x加1后得到11,并通过return返回给y,因此选C.","35,",4,0,0,形参和实参,0,0
