id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,weType,isMySubject,answerStatus,compileEnvironment
1872521343197433858,0,1,"以下有关位置实参和关键字实参的表述中,错误的选项是?( )",位置实参和关键字实参可以混用,形参不占用内存地址,"调用函数时,如给函数提供了实参,则优先使用实参,同时更改形参的默认值,便于下次调用","形参设定默认值,是为了简化函数的调用",C,使用实参不会改变形参的默认值.,0,0,0,0
1872521459398254593,0,1,"Python中,无需导入math库,可以直接使用的函数是?( )",ceil(),floor(),round(),sqrt(),C,"round()函数是Python内置函数,无需导入第三方库.",0,0,0,0
1872521556012224513,0,1,"如下代码,运行之后,最终打印结果是?( ) def P(a,b=3): a=2 return a*b print(P(3,4))",6,8,4,12,B,"a=3,b=4,传递给函数P,a重置为2,返回2*4=8.",0,0,0,0
1872521941049331714,0,1,"调用以下自定义函数时,将实参与形参进行关联,方式错误的是?( ) def f(a,b,c): print(a,b,c)","f(1,2,3)","f(b=2,a=1,c=3)","f(1,b=2,3)","f(1,2,c=3)",C,"位置实参要在关键字实参的前面,不然会报错.",0,0,0,0
1872522032109113346,0,1,"以下选项中,关于python函数参数的说法正确的是?( )",定义函数时不能省略参数,"在调用函数之前,需对函数进行定义","可以给函数形参设置默认值,当函数调用时给定实参新的数值时,函数将使用默认值","函数中允许位置实参和关键字实参混用,没有先后顺序",B,"定义函数时,可以省略参数.有默认值和实参的时候,优先使用实参,位置实参和关键字实参混用,位置实参必须在关键字实参前面.",0,0,0,0
1872522172068843521,0,1,"关于计算圆锥体积的匿名函数的定义和使用,以下哪一个语法格式是正确的?( )","lambda r,h:3.14*r*r*h/3 print(lambda(5,10))","lambda r,h=9,3.14*r*r*h/3 print(lambda(5))","V=lambda r,h=9:3.14*r*r*h/3 print(V(5,10))","V=lambda r,h=9,3.14*r*r*h/3 print(V(5))",C,"匿名函数,冒号之前表示的是这个函数的参数,冒号之后表示返回值,可以使用默认值,使用时需要将它赋值给一个变量,设置默认值不是必须,如无传入实参则使用默认值,如有传入实参则使用实参.",0,0,0,0
1872522311167299585,0,1,以下关于列表p内元素排序程序的时间复杂度为?( ) for a in range(n-1): for b in range(n-1-i): if(p[b]<p[b+1]): tmp=p[b] p[b]=p[b+1] p[b+1]=tmp,O(n),O(nlogn),O(n^2),O(n^3),C,"内循环的作用是比较相邻两个数的值,如果前数小于后数,就交换两个数.所以双重循环的时间复杂度是O(n^2).",0,0,0,0
1872522465396051970,0,1,下列哪个命令能显示电脑上已安装的Python库?( ),pip list,pip dir,pip print,pip config,A,查看已经安装的库命令是pip list.,0,0,0,0
1872522587328663554,0,1,"Python中导入math模块中的sqrt(x)函数,下列程序段错误的是?( )",import math math.sqrt(x),from math import sqrt as sq sq(x),import math as m m.sqrt(x),import math sqrt(x),D,第三方库的导入方法.,0,0,0,0
1872522736847212545,0,1,"有如下Python程序,执行该程序后输出的结果是?( ) def jc(a): if a ==1 : return 1 else: return a * jc(a-1) print(jc(jc(3)))",3,6,120,720,D,递归思想.,0,0,0,0
1872522809052155906,0,1,"下列程序用递推的方法求数列的值,执行该程序后输出结果是?( ) def fib(n): a=b=1 for i in range(3,n+1): c=a+b a=b b=c print(c) fib(7)",21,13,8,5,B,fib函数是递推思想求斐波那契数列第n项数列.,0,0,0,0
