id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
7580,0,1,下列不是评判一个算法优劣的标准是?( ),时间复杂度,空间复杂度,难易度,健壮性,C,"评价算法的优劣是:时间复杂度,空间复杂度,健壮性,正确性,可读性.因此选C.","35,",5,0,0,"函数的相关概念,时间复杂度与空间复杂度",0,0
7584,0,1,"某自定义函数中使用了3个变量,其中2个变量都指定了默认值,调用该函数时,参数的个数最少为几个?( )",0,2,3,1,D,"在调用函数时,如果用户不传递或者少传递参数,则会采用默认值.2个变量有默认值,还有1个变量没有实际参数值,所以至少传递1个.","35,",4,0,0,函数的相关概念,0,0
7585,0,1,Python中用于字符与其ASCII码相互转换的内置函数是?( ),float() abs(),pow() format(),ord() chr(),round() import(),C,用于ASCII码相互转换的内置函数.,"35,",5,0,0,算法优化,0,0
7586,0,1,"Python中,可以将数字类字符串转换成整数的函数是?( )",int( ),float( ),bool( ),class( ),A,Python将数字类字符串转换成整数的函数是int.,"35,",3,0,0,算法优化,0,0
7588,0,1,"运行下列这段程序,正确的输出结果是?( ) LS = [""apple"", ""red"", ""orange""] def funb(a): LS.append(a) funb(""yellow"") print(LS)","[""apple"",""red"",""orange""]","[""apple"",""red"",""orange"",""yellow""]",[],"[""yellow""]",B,该函数作用是添加列表元素.,"35,",4,0,0,函数使用,0,0
7595,0,1,"下列代码的输出结果是?( ) def func(a, b): c=a**2+b b=a return c a=10 b=2 c=func(b,a)+a print(c,b)",102 2,24 10,24 2,102 10,C,函数形参和实参.,"35,",4,0,0,形参和实参,0,0
7597,0,1,下列关于函数返回值的描述正确的是?( ),"函数可以没有返回值,也可以有一个或多个返回值",函数定义中最多含有一个return语句,"在函数定义中用return语句时,至少给一个返回值",函数中 return语句只能放在函数定义的最后,A,Python函数可以没有返回值.,"35,",3,0,0,函数的返回值,0,0
7602,0,1,"运行下列这段程序,正确的输出结果是?( ) def reverseA(s): t="""" for i in range(0,len(s)): t=s[i]+t return t print(reverseA(""reverse""))",esrever,reverse,rsereve,rseveer,A,"依次读取字符串,倒置字符串内容","35,",4,0,0,算法优化,0,0
7604,0,1,下列导入pandas模块的方法不正确的是?( ),import pandas,import pandas as p,import pandas *,from pandas import *,C,from pandas import *是正确的.,"35,",4,0,0,"第三方库(模块)的获取,安装与调用",0,0
7606,0,1,"Python中提供了大量的标准库模块,比如利用time模块可以获取计算机的时钟信息,包括日期和时间,若想要实现延时1分钟,则应该使用的语句是?( )",sleep(3600),time.time(60),time.asctime(1),time.sleep(60),D,Python调用函数的格式.,"35,",4,0,0,函数的相关概念,0,0
