id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
5086,0,1,"对于数列 3 , 8 , 11 , 15 , 17 , 19 , 25 , 30 , 44 ,采用 "" 二分查找 "" 法查找 8 ,需要查找多少次?",5,4,3,2,D,"按二分查找法的规律,每次先查找中间值,进行比较.","35,",5,0,0,分治算法,0,0
5087,0,1,下面哪一项不是 pip 指令?,pip install Scipy,pip uninstall Jieba,pip clear,pip list,C,pip 工具中没有 clear 方法.,"35,",3,0,0,"第三方库(模块)的获取,安装与调用",0,0
5088,0,1,"有如下 Python 语句,执行该语句后,结果是? f=lambda x:5 print(f(3))",3,没有输出,5,None,C,"将参数 3 传递给匿名函数 f ,返回值为 5 ,故选 C","35,",4,0,0,匿名函数,0,0
5089,0,1,"执行如下 Python 代码后,结果是? def inverse(s,n=0):     while s: n = n * 10 + s % 10 s = s // 10 return n print(inverse(456,123))",654123,123456,123654,654321,C,"调用函数 inverse(456,123) ,将 456 逐位取出,并累加到 123 的后面,故选 C","35,",4,0,0,函数使用,0,0
5090,0,1,下列有关循环和递归的描述正确的是?,"递归思想代码清晰简洁,可读性强",递归代码中不能有循环结构的语句,"递归是从问题的起点出发,逐渐将复杂问题化为简单问题,最终求得问题","能用递归实现的,一定能用循环代码实现",A,"递归是从问题的目标出发,逐渐将复杂问题化为简单问题,最终求得问题","35,",3,0,0,递归与递推,0,0
5091,0,1,以下有关 Python 函数的定义表述中错误的是?,函数的定义必须在主程序调用语句之前出现,"在形参列表中必须先列出有默认值的形参,再列出没有默认值的形参","实参是实际占用内存地址的,而形参不占用","def 关键字后面加函数名定义函数,定义必须以冒号结尾",B,"在形参列表中必须先列出没有默认值的形参,再列出有默认值的形参.","35,",4,0,0,函数的相关概念,0,0
5092,0,1,"如下代码运行后下面选项中描述错误的是? def pph(a,b): c=a**2+b b=a return c a=10 b=100 c=pph(a,b)+a print(a,' ',b,' ',c)","执行该函数后,变量 a 的值为 10","执行该函数后,变量 b 的值为 100","执行该函数后,变量 c 的值为 200",该函数名称为 pph,C,函数基本概念,"35,",4,0,0,函数的相关概念,0,0
5093,0,1,"阅读下列程序段,数列的第 6 项值为多少? def fibona(x): if x==1 or x==2: f=1 for i in range(3,x+1): f=fibona(x-1)+fibona(x-2) return f n=int(input(""请输入数列第几项:"")) m=fibona(n) print(""数列的第""+str(n)+""项的值为""+str(m))",1,8,21,34,B,"程序段中的数列其实是斐波那契数列,这个数列从第 3 项开始,每一项都等于前两项之和. 1, 1, 2, 3, 5, 8, 13, 21, 34, 55...","35,",4,0,0,递归与递推,0,0
5094,0,1,"有如下Python的自定义函数,执行该程序后,结果是?( ) def  calc(x,y,op): return eval(str(x)+op+str(y)) print(calc(3,5,'+'))",8,35,None,-2,A,"该函数功能是将参数 x,y 用 op 的运算符运算,故选 A","35,",4,0,0,自定义函数的创建与调用,0,0
5095,0,1,"有如下 Python 程序,执行该程序后,结果是? x = 3 def  calc(): x = 5 print(calc())",3,5,无输出,None,D,"自定义函数没有 return 语句,返回值为 None ,故选 D","35,",4,0,0,自定义函数的创建与调用,0,0
