id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9410,0,1,下列程序段的运行结果是?( ) def s(n): if n==0: return 1 else: return n +s(n-1) print(s(7)),29,27,1,0,A,递归公式,"35,",3,0,0,递归与递推,0,0
9411,0,1,"当n为6时,运行下列Python程序后的结果是?( ) def f(n): if n<=2: return 1 else: return f(n-1)+f(n-2) n=int(input(""请输入一个正整数:"")) print(f(n))",5,8,11,13,B,每一项为前两项之和.,"35,",4,0,0,函数使用,0,0
9412,0,1,"有一头母牛,它每年年初生一头小母牛.每头小母牛从第四个年头开始,每年年初也生一头小母牛.问第n年的时候,共有多少头母牛?由递推法可推测,当年数小于等于4的时候,第几年就是有几头牛,即a[1]=1;a[2]=2;a[3]=3;a[4]=4.当n大于4的时候,这时候第一年出生的那个小母牛就也可以生出小母牛了,也就是该考虑小母牛是否可以生了,所以n>4的时候,a[n]=?( )",a[n-1]+a[n-3],a[n-1]+a[n-4],a[1]+a[3],a[-1]+a[-3],A,"前四年共有四只,从第五年开始,第二年出生的小母牛也会生一只母牛(而且以后每年初都会生一只母牛),加上第一年那只母牛生的小母牛,共有六只母牛;第六年的时候得加上第三年那只母牛生的母牛,共九只母牛;依次类推.","35,",5,0,0,递归与递推,0,0
9413,0,1,"二分查找又称折半查找,下列数列中适合二分查找算法的是?( )",11 99 4 25 3 39,43 71 78 81 6 55,67 62 68 4 1 17,85 78 59 53 19 18,D,"根据二分查找的实现原理,首先数列元素必须是有序的.","35,",4,0,0,分治算法,0,0
9414,0,1,"在32枚崭新的金币中,有一枚外表与真金币完全相同的假币(质量小一点),现在只有一台天平,则应用二分法的思想最多称几次就可以发现这枚假币?( )",4,5,6,7,B,"二分查找法,每次都通过跟区间的中间元素对比,将待查找的区间缩小为之前的一半,直到找到要查找的元素,或者区间被缩小为 0.","35,",4,0,0,分治算法,0,0
9415,0,1,"已知在某程序中,有一个全局变量名为a.在程序中的某个函数中,再次定义了一个变量a,且该变量非组合类型变量. 下面哪个说法是对的?( )","如果在该函数中将a声明为global,则对a的操作与全局变量a无关.","如果在该函数中未将a声明为global,则对a的操作与全局变量a无关.","如果在该函数中未将a声明为global,则对a的操作即为对全局变量a的操作.","不管在该函数中是否将a声明为global,对a的操作都是对全局变量a的操作.",B,"未声明为global,就是局部变量,因此与全局变量a无关.","35,",4,0,0,全局变量和局部变量,0,0
9416,0,1,"对于程序中的列表来说,哪个选项中的参数填写在range()中的横线上,算法执行效率最高?( ) a=[1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1] for i in range _____: if a[i]==1: print(i)","(0,16,1)","(0,16,2)","(0,16,3)","(0,16,4)",C,数据变化的步长为3.,"35,",4,0,0,函数使用,0,0
9417,0,1,"下列函数中,不可以直接调用的是?( )",print( ),sqrt( ),str( ),dict( ),B,"sqrt()函数是math模块里的函数,不能直接调用,应该先导入math模块.","35,",3,0,0,"第三方库(模块)的获取,安装与调用",0,0
9418,0,1,"关于return语句,下列说法正确的是?( )",return语句中返回值的数据类型可以是列表,return语句中不能有表达式,一个函数至少有一个return语句,return只能返回一个值,A,"return语句里可以包含表达式,也可以返回多个值.一个函数可以有返回值,也可以没有返回值.","35,",3,0,0,自定义函数的创建与调用,0,0
9419,0,1,"关于函数的描述,不正确的是?( )",函数中通过return语句返回结果,函数可以提高代码的重复利用率,在函数内部不能使用全局变量,函数的定义必须在主程序函数调用语句之前,C,在函数内部可以使用全局变量.,"35,",3,0,0,全局变量和局部变量,0,0
9420,0,1,"小方编写计算长方形面积的匿名函数,下列哪一个语句是正确的?( )","rst = lambda a,b : a * b","lambda a,b:a*b","lambda a,b,a*b","rst = lambda a,b,a*b",A,"关键字lambda表示匿名函数,冒号之前表示的是这个函数的参数,冒号之后表示的是返回值,在定义匿名函数时,需要将它赋值给一个变量.","35,",4,0,0,匿名函数,0,0
9421,0,1,"运行下列程序,输出的结果是?( ) s = 1 def sums(n): global s s = 0 s = s + n print(s) sums(5) print(s)",5 5,5 1,1 1,1 5,A,"若想在函数内部对函数外的变量进行操作,需要在函数内部声明其为global,本题中在函数内部声明s为global,因此函数内改变后,影响函数外,因此输出结果都是5.","35,",4,0,0,全局变量和局部变量,0,0
9422,0,1,"小明帮老师统计年龄是10岁的学生数,老师手头有全年级每位学生的身份证号码等信息.他编写程序如下. #列表stud存储每位学生的身份证号码,如 stud = ['110726201205261117','120718201209011101'] def cj(xs): c = 0 for s in xs: age = int( ① ) if 2023 - age == 10: c += 1 return c print(cj(stud) ) 下列代码中,为实现统计功能划线处 ① 的代码不能选的是?( )",s[6:10],s[6:-8],s[-12:-8],s[-12:11],D,"从身份证号码中切片取出出生年份的代码,A,B,C三个选项代码均正确.","35,",5,0,0,函数使用,0,0
9423,0,1,"下列有关递归的描述中,正确的是?( )",递归函数中肯定有循环结构,"递归没有体现""大事化小""的思想",递归有明确的结束递归的边界条件,递归执行效率较高,C,"递归有明确的结束递归的边界条件以及结束时的边界值,递归体现了""大事化小""的思想.","35,",3,0,0,递归与递推,0,0
9424,0,1,"小方的妈妈分苹果方法如下,第一天分掉其中一半加一个苹果,第二天分掉剩下的一半加一个苹果,以后每天都分掉剩下的一半加一个苹果.到第8天的时候妈妈发现只剩一个苹果了.请问小方妈妈一开始有多少个苹果? 这个问题我们可以用以下什么算法解决?( )",查找,递推,枚举,排序,B,"从第8天往前计算第7天剩余的苹果数,然后再计算第6天的,依次递推解决问题.这是递推问题","35,",3,0,0,递归与递推,0,0
9425,1,1,"自然界的规律:花瓣的个数大多数花瓣的个数有1,1,2,3,5,8,13,21,......,仔细观察这些数的顺序,会发现这些数的排列是有规律的,即斐波那契数列.小李同学编写程序求该数列的第n项的值.",①②③,①③②,③②①,③①②,D,"递推法求斐波那契数列,选D.","35,",5,0,0,递归与递推,0,0
9426,0,1,"某同学用对分查找和顺序查找在数字序列""1,3,5,8,15,21,35,65""中查找数字15,两种方法都能访问到的下列数字是?( )",3,5,8,34,C,"顺序查找数字15,访问的数字是1,3,5,8,15;使用二分查找数字15,访问到的数字依次是8,21,15;数字8是两种方法都访问到.因此选C.","35,",5,0,0,分治算法,0,0
9427,0,1,"小李查看电脑上安装的Python库,下列命令可行的是?( )",pip install,pip list,pip show,pip help,B,查看已经安装的库命令是pip list,"35,",4,0,0,"第三方库(模块)的获取,安装与调用",0,0
9428,0,1,def tj(n): while n>0: a[n%10] += 1 n //= 10 return sum(a) print(tj(20230113)),8,12,4,6,A,"函数tj功能统计整数n中每位数字出现的次数,当n=20230113时,0出现2次,1出现2次,2出现2次,3出现2次,因此答案选A.","35,",4,0,0,函数使用,0,0
9429,0,1,"通常,定义一个函数,最多包含多少个参数?( )",3,4,5,任意多,D,"通常,定义一个函数,可包含任意多个参数.","35,",3,0,0,函数的相关概念,0,0
9430,0,1,调用下列哪个函数可查看说明文档?( ),help(),range(),len(),print(),A,help()函数可查看说明文档.,"35,",4,0,0,函数的相关概念,0,0
9431,0,1,下列代码输出的结果是?( ) def sum(a): a+=1 a=6 sum(a) print(a),8,7,6,2,C,def sum(a): a+=1 a=6 sum(a) print(a) 下列代码输出的结果是6,"35,",3,0,0,函数的相关概念,0,0
9432,0,1,"下列代码输出的结果是?( ) def py(a,b=2): a=a%b return(a) print(py(7))","1,2",1,"3,2",3,B,"def py(a,b=2): a=a%b return(a) print(py(7)) 代码输出的结果是1","35,",4,0,0,函数使用,0,0
9433,0,1,下列代码输出的结果是?( ) def py(b): b+=3 return(b) print(py(3)),3,6,0,9,B,def py(b): b+=3 return(b) print(py(3)),"35,",4,0,0,函数使用,0,0
9434,0,1,下列属于Python中文分词方向第三方库的是?( ),pandas,beautifulsoup4,python-docx,jieba,D,jieba属于python中文分词方向第三方库,"35,",4,0,0,"第三方库(模块)的获取,安装与调用",0,0
