id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
10873,4,1,"运行如下代码,若输入整数 3 ,则最终输出的结果为?( ) def f(x): if x==1: s=1 else: s=f(x-1)*x return s n=int(input("" 请输入一个大于 1 的整数: "")) print(f(n)+f(n-1))",2,4,8,16,C,"由于 f(3)=f(2)*3,f(2)=f(1)*2,f(1)=1, 所以 f(3)+f(2)=6+2=8 .","35,",4,0,0,函数使用,0,0
10874,4,1,"运行下列程序,输出的结果是?( ) def fun(x): if x > 3: return x * fun(x-1) else: return x print(fun(6))",120,360,720,60,B,"递归函数求解,根据递归函数 6*5*4*3=360","35,",3,0,0,递归与递推,0,0
10875,4,1,下列关于递归的描述不正确的是?( ),递归函数一定包含 if 语句,递归函数体内一定包含调用自身的语句,在调用自身函数时需要明确的边界终止条件与边界值,"递归算法一般代码简洁,执行效率高,空间复杂度低",D,"递归算法一般代码简洁,易于理解,但执行效率较低,空间复杂度高.","35,",3,0,0,递归与递推,0,0
10876,4,1,"运行下列程序,输出的结果是?( ) def fun(a, n): s = 0 for i in range(1, n+1): temp = str(a)*i s += int(temp) return s print(fun(1, 3))",3,6,12,123,D,"递推函数求解,本题是求 1+11+111 之和.","35,",4,0,0,函数使用,0,0
10877,4,1,"运行下列程序,输出的结果是?( ) def fun(a, b): s = 0 a = a[::-1] for i in range(len(a)): s += int(a[i])*b**i return s print(fun('45', 16))",69,45,64,61,A,"递推函数求解,本题是根据一个字符串和进制,转换成对应的十进制.","35,",4,0,0,函数使用,0,0
10878,4,1,"一个荷花池,第一天荷花开放得很少,第二天开放的数量是第一天的两倍,之后的每一天,荷花都会以前一天两倍的数量开放.如果到第 30 天,荷花就开满了整个池塘,设第一天开一朵,编程求第 30 天共开了多少朵荷花.下面空白处的代码填写正确的是?( ) s = 0 t = 1 for i in range(1, ① ): s += t ② print(s)","30, t = t*2","31, t = t*2","31, t+=2","30, t*=2",B,"递推函数求解,本题递推关系是 t = t*2, 循环次数是 30 次.","35,",5,0,0,"函数使用,递归与递推",0,0
10879,4,1,"解决下列问题时,时间复杂度最大的是?( )","输入 n 个不同的包含两位小数的实数,计算这 n 个数的和","在 n 个数据中,查找数据 k",将 n 个数据用冒泡排序实现排序,"计算算式 1-2+3-4+...-n 的结果, n 为偶数",C,算法优化.,"35,",5,0,0,"时间复杂度与空间复杂度,算法优化",0,0
10880,4,1,以下关于分治算法的描述正确的是?( ),各个子问题既相互独立又相互联系,问题可以分解成若干个规模较小的相同问题,可以直接对问题进行求解,子问题的解不能合并成原问题的解,B,"分治算法的特征,各个子问题相互独立,子问题的求解可以合并成原问题的解.","35,",3,0,0,分治算法,0,0
10881,4,1,下列选项中哪一项使用了分治算法?( ),二分搜索,选择搜索,插入搜索,顺序搜索,A,二分查找体现了分治算法.,"35,",4,0,0,分治算法,0,0
10882,7,1,"不超过 20 个元素的降序数列,使用对分查找能找到指定的元素,可能的查找次数不包括?( )",3,4,5,6,D,,"35,",5,0,0,分治算法,0,0
10883,4,1,下面程序段的输出结果是?( ) def add_Run(L=None): if L is None: L = ['Lying'] else: L.append('Run') return L add_Run() print(add_Run()) print(add_Run(['Lying'])),'Lying'] ['Run'],"['Lying'] ['Lying'] ['Lying', 'Run']","['Lying'] ['Lying', 'Run']","[] ['Lying', 'Run']",C,"if 分支定义列表, else 分支添加列表元素.","35,",4,0,0,算法优化,0,0
10884,4,1,"下面关于计数器的程序,输出结果正确的是?( ) count = 0 def increment(): global count count += 1 print("" 计数器的值: "", count) increment() increment() increment()",计数器的值: 1 计数器的值: 2 计数器的值: 3,计数器的值: 0 计数器的值: 1 计数器的值: 2,计数器的值: 1 计数器的值: 1 计数器的值: 1,计数器的值: 3,A,在函数内部可以通过关键字 global 来定义全局变量.,"35,",4,0,0,全局变量和局部变量,0,0
